id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,element,name,team_id,opponent_team_id,team,opponent_team
165,2270192,18,,19,,21,False,0,False,2022-09-05T17:00:00Z,Omgång 21,False,86,Ali Suljic,19,18,Helsingborgs IF,IFK Värnamo
172,2270198,4,,19,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,False,86,Ali Suljic,19,4,Helsingborgs IF,IFK Göteborg
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,True,86,Ali Suljic,19,1,Helsingborgs IF,Malmö FF
190,2270216,10,,19,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,False,86,Ali Suljic,19,10,Helsingborgs IF,Kalmar FF
193,2270220,12,,19,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,False,86,Ali Suljic,19,12,Helsingborgs IF,AIK
203,2270230,19,,13,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,True,86,Ali Suljic,19,13,Helsingborgs IF,Varbergs BoIS
213,2270239,9,,19,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,False,86,Ali Suljic,19,9,Helsingborgs IF,IFK Norrköping
219,2270246,19,,16,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,True,86,Ali Suljic,19,16,Helsingborgs IF,Degerfors IF
228,2270254,5,,19,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,86,Ali Suljic,19,5,Helsingborgs IF,IF Elfsborg
236,2270263,19,,2,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,86,Ali Suljic,19,2,Helsingborgs IF,Hammarby
55,2270077,19,,9,,7,False,0,False,2022-05-09T17:00:00Z,Omgång 7,True,87,Emil Hellman,19,9,Helsingborgs IF,IFK Norrköping
62,2270085,16,,19,,8,False,0,False,2022-05-15T15:30:00Z,Omgång 8,False,87,Emil Hellman,19,16,Helsingborgs IF,Degerfors IF
68,2270093,19,,18,,9,False,0,False,2022-05-21T15:30:00Z,Omgång 9,True,87,Emil Hellman,19,18,Helsingborgs IF,IFK Värnamo
80,2270103,19,,12,,10,False,0,False,2022-05-29T15:30:00Z,Omgång 10,True,87,Emil Hellman,19,12,Helsingborgs IF,AIK
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,False,87,Emil Hellman,19,1,Helsingborgs IF,Malmö FF
95,2270119,19,,10,,12,False,0,False,2022-07-02T15:30:00Z,Omgång 12,True,87,Emil Hellman,19,10,Helsingborgs IF,Kalmar FF
101,2270125,19,,7,,13,False,0,False,2022-07-11T17:00:00Z,Omgång 13,True,87,Emil Hellman,19,7,Helsingborgs IF,Djurgården
114,2270139,13,,19,,14,False,0,False,2022-07-18T17:00:00Z,Omgång 14,False,87,Emil Hellman,19,13,Helsingborgs IF,Varbergs BoIS
116,2270141,19,,17,,15,False,0,False,2022-07-24T13:00:00Z,Omgång 15,True,87,Emil Hellman,19,17,Helsingborgs IF,GIF Sundsvall
129,2270156,6,,19,,17,False,0,False,2022-08-08T17:00:00Z,Omgång 17,False,87,Emil Hellman,19,6,Helsingborgs IF,BK Häcken
141,2270168,19,,3,,18,False,0,False,2022-08-13T15:30:00Z,Omgång 18,True,87,Emil Hellman,19,3,Helsingborgs IF,IK Sirius
145,2270178,17,,19,,19,False,0,False,2022-08-21T15:30:00Z,Omgång 19,False,87,Emil Hellman,19,17,Helsingborgs IF,GIF Sundsvall
157,2270184,19,,14,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,87,Emil Hellman,19,14,Helsingborgs IF,Mjällby AIF
165,2270192,18,,19,,21,False,0,False,2022-09-05T17:00:00Z,Omgång 21,False,87,Emil Hellman,19,18,Helsingborgs IF,IFK Värnamo
172,2270198,4,,19,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,False,87,Emil Hellman,19,4,Helsingborgs IF,IFK Göteborg
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,True,87,Emil Hellman,19,1,Helsingborgs IF,Malmö FF
190,2270216,10,,19,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,False,87,Emil Hellman,19,10,Helsingborgs IF,Kalmar FF
193,2270220,12,,19,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,False,87,Emil Hellman,19,12,Helsingborgs IF,AIK
203,2270230,19,,13,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,True,87,Emil Hellman,19,13,Helsingborgs IF,Varbergs BoIS
213,2270239,9,,19,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,False,87,Emil Hellman,19,9,Helsingborgs IF,IFK Norrköping
219,2270246,19,,16,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,True,87,Emil Hellman,19,16,Helsingborgs IF,Degerfors IF
228,2270254,5,,19,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,87,Emil Hellman,19,5,Helsingborgs IF,IF Elfsborg
236,2270263,19,,2,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,87,Emil Hellman,19,2,Helsingborgs IF,Hammarby
55,2270077,19,,9,,7,False,0,False,2022-05-09T17:00:00Z,Omgång 7,True,88,Victor Blixt,19,9,Helsingborgs IF,IFK Norrköping
62,2270085,16,,19,,8,False,0,False,2022-05-15T15:30:00Z,Omgång 8,False,88,Victor Blixt,19,16,Helsingborgs IF,Degerfors IF
68,2270093,19,,18,,9,False,0,False,2022-05-21T15:30:00Z,Omgång 9,True,88,Victor Blixt,19,18,Helsingborgs IF,IFK Värnamo
80,2270103,19,,12,,10,False,0,False,2022-05-29T15:30:00Z,Omgång 10,True,88,Victor Blixt,19,12,Helsingborgs IF,AIK
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,False,88,Victor Blixt,19,1,Helsingborgs IF,Malmö FF
95,2270119,19,,10,,12,False,0,False,2022-07-02T15:30:00Z,Omgång 12,True,88,Victor Blixt,19,10,Helsingborgs IF,Kalmar FF
101,2270125,19,,7,,13,False,0,False,2022-07-11T17:00:00Z,Omgång 13,True,88,Victor Blixt,19,7,Helsingborgs IF,Djurgården
114,2270139,13,,19,,14,False,0,False,2022-07-18T17:00:00Z,Omgång 14,False,88,Victor Blixt,19,13,Helsingborgs IF,Varbergs BoIS
116,2270141,19,,17,,15,False,0,False,2022-07-24T13:00:00Z,Omgång 15,True,88,Victor Blixt,19,17,Helsingborgs IF,GIF Sundsvall
129,2270156,6,,19,,17,False,0,False,2022-08-08T17:00:00Z,Omgång 17,False,88,Victor Blixt,19,6,Helsingborgs IF,BK Häcken
141,2270168,19,,3,,18,False,0,False,2022-08-13T15:30:00Z,Omgång 18,True,88,Victor Blixt,19,3,Helsingborgs IF,IK Sirius
145,2270178,17,,19,,19,False,0,False,2022-08-21T15:30:00Z,Omgång 19,False,88,Victor Blixt,19,17,Helsingborgs IF,GIF Sundsvall
157,2270184,19,,14,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,88,Victor Blixt,19,14,Helsingborgs IF,Mjällby AIF
165,2270192,18,,19,,21,False,0,False,2022-09-05T17:00:00Z,Omgång 21,False,88,Victor Blixt,19,18,Helsingborgs IF,IFK Värnamo
172,2270198,4,,19,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,False,88,Victor Blixt,19,4,Helsingborgs IF,IFK Göteborg
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,True,88,Victor Blixt,19,1,Helsingborgs IF,Malmö FF
190,2270216,10,,19,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,False,88,Victor Blixt,19,10,Helsingborgs IF,Kalmar FF
193,2270220,12,,19,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,False,88,Victor Blixt,19,12,Helsingborgs IF,AIK
203,2270230,19,,13,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,True,88,Victor Blixt,19,13,Helsingborgs IF,Varbergs BoIS
213,2270239,9,,19,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,False,88,Victor Blixt,19,9,Helsingborgs IF,IFK Norrköping
219,2270246,19,,16,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,True,88,Victor Blixt,19,16,Helsingborgs IF,Degerfors IF
228,2270254,5,,19,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,88,Victor Blixt,19,5,Helsingborgs IF,IF Elfsborg
236,2270263,19,,2,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,88,Victor Blixt,19,2,Helsingborgs IF,Hammarby
55,2270077,19,,9,,7,False,0,False,2022-05-09T17:00:00Z,Omgång 7,True,89,Brandur Hendriksson,19,9,Helsingborgs IF,IFK Norrköping
62,2270085,16,,19,,8,False,0,False,2022-05-15T15:30:00Z,Omgång 8,False,89,Brandur Hendriksson,19,16,Helsingborgs IF,Degerfors IF
68,2270093,19,,18,,9,False,0,False,2022-05-21T15:30:00Z,Omgång 9,True,89,Brandur Hendriksson,19,18,Helsingborgs IF,IFK Värnamo
80,2270103,19,,12,,10,False,0,False,2022-05-29T15:30:00Z,Omgång 10,True,89,Brandur Hendriksson,19,12,Helsingborgs IF,AIK
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,False,89,Brandur Hendriksson,19,1,Helsingborgs IF,Malmö FF
95,2270119,19,,10,,12,False,0,False,2022-07-02T15:30:00Z,Omgång 12,True,89,Brandur Hendriksson,19,10,Helsingborgs IF,Kalmar FF
101,2270125,19,,7,,13,False,0,False,2022-07-11T17:00:00Z,Omgång 13,True,89,Brandur Hendriksson,19,7,Helsingborgs IF,Djurgården
114,2270139,13,,19,,14,False,0,False,2022-07-18T17:00:00Z,Omgång 14,False,89,Brandur Hendriksson,19,13,Helsingborgs IF,Varbergs BoIS
116,2270141,19,,17,,15,False,0,False,2022-07-24T13:00:00Z,Omgång 15,True,89,Brandur Hendriksson,19,17,Helsingborgs IF,GIF Sundsvall
129,2270156,6,,19,,17,False,0,False,2022-08-08T17:00:00Z,Omgång 17,False,89,Brandur Hendriksson,19,6,Helsingborgs IF,BK Häcken
141,2270168,19,,3,,18,False,0,False,2022-08-13T15:30:00Z,Omgång 18,True,89,Brandur Hendriksson,19,3,Helsingborgs IF,IK Sirius
145,2270178,17,,19,,19,False,0,False,2022-08-21T15:30:00Z,Omgång 19,False,89,Brandur Hendriksson,19,17,Helsingborgs IF,GIF Sundsvall
157,2270184,19,,14,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,89,Brandur Hendriksson,19,14,Helsingborgs IF,Mjällby AIF
165,2270192,18,,19,,21,False,0,False,2022-09-05T17:00:00Z,Omgång 21,False,89,Brandur Hendriksson,19,18,Helsingborgs IF,IFK Värnamo
172,2270198,4,,19,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,False,89,Brandur Hendriksson,19,4,Helsingborgs IF,IFK Göteborg
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,True,89,Brandur Hendriksson,19,1,Helsingborgs IF,Malmö FF
190,2270216,10,,19,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,False,89,Brandur Hendriksson,19,10,Helsingborgs IF,Kalmar FF
193,2270220,12,,19,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,False,89,Brandur Hendriksson,19,12,Helsingborgs IF,AIK
203,2270230,19,,13,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,True,89,Brandur Hendriksson,19,13,Helsingborgs IF,Varbergs BoIS
213,2270239,9,,19,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,False,89,Brandur Hendriksson,19,9,Helsingborgs IF,IFK Norrköping
219,2270246,19,,16,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,True,89,Brandur Hendriksson,19,16,Helsingborgs IF,Degerfors IF
228,2270254,5,,19,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,89,Brandur Hendriksson,19,5,Helsingborgs IF,IF Elfsborg
236,2270263,19,,2,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,89,Brandur Hendriksson,19,2,Helsingborgs IF,Hammarby
55,2270077,19,,9,,7,False,0,False,2022-05-09T17:00:00Z,Omgång 7,True,90,Andreas Landgren,19,9,Helsingborgs IF,IFK Norrköping
62,2270085,16,,19,,8,False,0,False,2022-05-15T15:30:00Z,Omgång 8,False,90,Andreas Landgren,19,16,Helsingborgs IF,Degerfors IF
68,2270093,19,,18,,9,False,0,False,2022-05-21T15:30:00Z,Omgång 9,True,90,Andreas Landgren,19,18,Helsingborgs IF,IFK Värnamo
80,2270103,19,,12,,10,False,0,False,2022-05-29T15:30:00Z,Omgång 10,True,90,Andreas Landgren,19,12,Helsingborgs IF,AIK
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,False,90,Andreas Landgren,19,1,Helsingborgs IF,Malmö FF
95,2270119,19,,10,,12,False,0,False,2022-07-02T15:30:00Z,Omgång 12,True,90,Andreas Landgren,19,10,Helsingborgs IF,Kalmar FF
101,2270125,19,,7,,13,False,0,False,2022-07-11T17:00:00Z,Omgång 13,True,90,Andreas Landgren,19,7,Helsingborgs IF,Djurgården
114,2270139,13,,19,,14,False,0,False,2022-07-18T17:00:00Z,Omgång 14,False,90,Andreas Landgren,19,13,Helsingborgs IF,Varbergs BoIS
116,2270141,19,,17,,15,False,0,False,2022-07-24T13:00:00Z,Omgång 15,True,90,Andreas Landgren,19,17,Helsingborgs IF,GIF Sundsvall
129,2270156,6,,19,,17,False,0,False,2022-08-08T17:00:00Z,Omgång 17,False,90,Andreas Landgren,19,6,Helsingborgs IF,BK Häcken
141,2270168,19,,3,,18,False,0,False,2022-08-13T15:30:00Z,Omgång 18,True,90,Andreas Landgren,19,3,Helsingborgs IF,IK Sirius
145,2270178,17,,19,,19,False,0,False,2022-08-21T15:30:00Z,Omgång 19,False,90,Andreas Landgren,19,17,Helsingborgs IF,GIF Sundsvall
157,2270184,19,,14,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,90,Andreas Landgren,19,14,Helsingborgs IF,Mjällby AIF
165,2270192,18,,19,,21,False,0,False,2022-09-05T17:00:00Z,Omgång 21,False,90,Andreas Landgren,19,18,Helsingborgs IF,IFK Värnamo
172,2270198,4,,19,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,False,90,Andreas Landgren,19,4,Helsingborgs IF,IFK Göteborg
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,True,90,Andreas Landgren,19,1,Helsingborgs IF,Malmö FF
190,2270216,10,,19,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,False,90,Andreas Landgren,19,10,Helsingborgs IF,Kalmar FF
193,2270220,12,,19,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,False,90,Andreas Landgren,19,12,Helsingborgs IF,AIK
203,2270230,19,,13,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,True,90,Andreas Landgren,19,13,Helsingborgs IF,Varbergs BoIS
213,2270239,9,,19,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,False,90,Andreas Landgren,19,9,Helsingborgs IF,IFK Norrköping
219,2270246,19,,16,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,True,90,Andreas Landgren,19,16,Helsingborgs IF,Degerfors IF
228,2270254,5,,19,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,90,Andreas Landgren,19,5,Helsingborgs IF,IF Elfsborg
236,2270263,19,,2,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,90,Andreas Landgren,19,2,Helsingborgs IF,Hammarby
55,2270077,19,,9,,7,False,0,False,2022-05-09T17:00:00Z,Omgång 7,True,91,Viktor Lundberg,19,9,Helsingborgs IF,IFK Norrköping
62,2270085,16,,19,,8,False,0,False,2022-05-15T15:30:00Z,Omgång 8,False,91,Viktor Lundberg,19,16,Helsingborgs IF,Degerfors IF
68,2270093,19,,18,,9,False,0,False,2022-05-21T15:30:00Z,Omgång 9,True,91,Viktor Lundberg,19,18,Helsingborgs IF,IFK Värnamo
80,2270103,19,,12,,10,False,0,False,2022-05-29T15:30:00Z,Omgång 10,True,91,Viktor Lundberg,19,12,Helsingborgs IF,AIK
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,False,91,Viktor Lundberg,19,1,Helsingborgs IF,Malmö FF
95,2270119,19,,10,,12,False,0,False,2022-07-02T15:30:00Z,Omgång 12,True,91,Viktor Lundberg,19,10,Helsingborgs IF,Kalmar FF
101,2270125,19,,7,,13,False,0,False,2022-07-11T17:00:00Z,Omgång 13,True,91,Viktor Lundberg,19,7,Helsingborgs IF,Djurgården
114,2270139,13,,19,,14,False,0,False,2022-07-18T17:00:00Z,Omgång 14,False,91,Viktor Lundberg,19,13,Helsingborgs IF,Varbergs BoIS
116,2270141,19,,17,,15,False,0,False,2022-07-24T13:00:00Z,Omgång 15,True,91,Viktor Lundberg,19,17,Helsingborgs IF,GIF Sundsvall
129,2270156,6,,19,,17,False,0,False,2022-08-08T17:00:00Z,Omgång 17,False,91,Viktor Lundberg,19,6,Helsingborgs IF,BK Häcken
141,2270168,19,,3,,18,False,0,False,2022-08-13T15:30:00Z,Omgång 18,True,91,Viktor Lundberg,19,3,Helsingborgs IF,IK Sirius
145,2270178,17,,19,,19,False,0,False,2022-08-21T15:30:00Z,Omgång 19,False,91,Viktor Lundberg,19,17,Helsingborgs IF,GIF Sundsvall
157,2270184,19,,14,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,91,Viktor Lundberg,19,14,Helsingborgs IF,Mjällby AIF
165,2270192,18,,19,,21,False,0,False,2022-09-05T17:00:00Z,Omgång 21,False,91,Viktor Lundberg,19,18,Helsingborgs IF,IFK Värnamo
172,2270198,4,,19,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,False,91,Viktor Lundberg,19,4,Helsingborgs IF,IFK Göteborg
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,True,91,Viktor Lundberg,19,1,Helsingborgs IF,Malmö FF
190,2270216,10,,19,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,False,91,Viktor Lundberg,19,10,Helsingborgs IF,Kalmar FF
193,2270220,12,,19,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,False,91,Viktor Lundberg,19,12,Helsingborgs IF,AIK
203,2270230,19,,13,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,True,91,Viktor Lundberg,19,13,Helsingborgs IF,Varbergs BoIS
213,2270239,9,,19,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,False,91,Viktor Lundberg,19,9,Helsingborgs IF,IFK Norrköping
219,2270246,19,,16,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,True,91,Viktor Lundberg,19,16,Helsingborgs IF,Degerfors IF
228,2270254,5,,19,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,91,Viktor Lundberg,19,5,Helsingborgs IF,IF Elfsborg
236,2270263,19,,2,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,91,Viktor Lundberg,19,2,Helsingborgs IF,Hammarby
55,2270077,19,,9,,7,False,0,False,2022-05-09T17:00:00Z,Omgång 7,True,92,Sumar Almadjed,19,9,Helsingborgs IF,IFK Norrköping
62,2270085,16,,19,,8,False,0,False,2022-05-15T15:30:00Z,Omgång 8,False,92,Sumar Almadjed,19,16,Helsingborgs IF,Degerfors IF
68,2270093,19,,18,,9,False,0,False,2022-05-21T15:30:00Z,Omgång 9,True,92,Sumar Almadjed,19,18,Helsingborgs IF,IFK Värnamo
80,2270103,19,,12,,10,False,0,False,2022-05-29T15:30:00Z,Omgång 10,True,92,Sumar Almadjed,19,12,Helsingborgs IF,AIK
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,False,92,Sumar Almadjed,19,1,Helsingborgs IF,Malmö FF
95,2270119,19,,10,,12,False,0,False,2022-07-02T15:30:00Z,Omgång 12,True,92,Sumar Almadjed,19,10,Helsingborgs IF,Kalmar FF
101,2270125,19,,7,,13,False,0,False,2022-07-11T17:00:00Z,Omgång 13,True,92,Sumar Almadjed,19,7,Helsingborgs IF,Djurgården
114,2270139,13,,19,,14,False,0,False,2022-07-18T17:00:00Z,Omgång 14,False,92,Sumar Almadjed,19,13,Helsingborgs IF,Varbergs BoIS
116,2270141,19,,17,,15,False,0,False,2022-07-24T13:00:00Z,Omgång 15,True,92,Sumar Almadjed,19,17,Helsingborgs IF,GIF Sundsvall
129,2270156,6,,19,,17,False,0,False,2022-08-08T17:00:00Z,Omgång 17,False,92,Sumar Almadjed,19,6,Helsingborgs IF,BK Häcken
141,2270168,19,,3,,18,False,0,False,2022-08-13T15:30:00Z,Omgång 18,True,92,Sumar Almadjed,19,3,Helsingborgs IF,IK Sirius
145,2270178,17,,19,,19,False,0,False,2022-08-21T15:30:00Z,Omgång 19,False,92,Sumar Almadjed,19,17,Helsingborgs IF,GIF Sundsvall
157,2270184,19,,14,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,92,Sumar Almadjed,19,14,Helsingborgs IF,Mjällby AIF
165,2270192,18,,19,,21,False,0,False,2022-09-05T17:00:00Z,Omgång 21,False,92,Sumar Almadjed,19,18,Helsingborgs IF,IFK Värnamo
172,2270198,4,,19,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,False,92,Sumar Almadjed,19,4,Helsingborgs IF,IFK Göteborg
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,True,92,Sumar Almadjed,19,1,Helsingborgs IF,Malmö FF
190,2270216,10,,19,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,False,92,Sumar Almadjed,19,10,Helsingborgs IF,Kalmar FF
193,2270220,12,,19,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,False,92,Sumar Almadjed,19,12,Helsingborgs IF,AIK
203,2270230,19,,13,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,True,92,Sumar Almadjed,19,13,Helsingborgs IF,Varbergs BoIS
213,2270239,9,,19,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,False,92,Sumar Almadjed,19,9,Helsingborgs IF,IFK Norrköping
219,2270246,19,,16,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,True,92,Sumar Almadjed,19,16,Helsingborgs IF,Degerfors IF
228,2270254,5,,19,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,92,Sumar Almadjed,19,5,Helsingborgs IF,IF Elfsborg
236,2270263,19,,2,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,92,Sumar Almadjed,19,2,Helsingborgs IF,Hammarby
55,2270077,19,,9,,7,False,0,False,2022-05-09T17:00:00Z,Omgång 7,True,93,Adam Kaied,19,9,Helsingborgs IF,IFK Norrköping
62,2270085,16,,19,,8,False,0,False,2022-05-15T15:30:00Z,Omgång 8,False,93,Adam Kaied,19,16,Helsingborgs IF,Degerfors IF
68,2270093,19,,18,,9,False,0,False,2022-05-21T15:30:00Z,Omgång 9,True,93,Adam Kaied,19,18,Helsingborgs IF,IFK Värnamo
80,2270103,19,,12,,10,False,0,False,2022-05-29T15:30:00Z,Omgång 10,True,93,Adam Kaied,19,12,Helsingborgs IF,AIK
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,False,93,Adam Kaied,19,1,Helsingborgs IF,Malmö FF
95,2270119,19,,10,,12,False,0,False,2022-07-02T15:30:00Z,Omgång 12,True,93,Adam Kaied,19,10,Helsingborgs IF,Kalmar FF
101,2270125,19,,7,,13,False,0,False,2022-07-11T17:00:00Z,Omgång 13,True,93,Adam Kaied,19,7,Helsingborgs IF,Djurgården
114,2270139,13,,19,,14,False,0,False,2022-07-18T17:00:00Z,Omgång 14,False,93,Adam Kaied,19,13,Helsingborgs IF,Varbergs BoIS
116,2270141,19,,17,,15,False,0,False,2022-07-24T13:00:00Z,Omgång 15,True,93,Adam Kaied,19,17,Helsingborgs IF,GIF Sundsvall
129,2270156,6,,19,,17,False,0,False,2022-08-08T17:00:00Z,Omgång 17,False,93,Adam Kaied,19,6,Helsingborgs IF,BK Häcken
141,2270168,19,,3,,18,False,0,False,2022-08-13T15:30:00Z,Omgång 18,True,93,Adam Kaied,19,3,Helsingborgs IF,IK Sirius
145,2270178,17,,19,,19,False,0,False,2022-08-21T15:30:00Z,Omgång 19,False,93,Adam Kaied,19,17,Helsingborgs IF,GIF Sundsvall
157,2270184,19,,14,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,93,Adam Kaied,19,14,Helsingborgs IF,Mjällby AIF
165,2270192,18,,19,,21,False,0,False,2022-09-05T17:00:00Z,Omgång 21,False,93,Adam Kaied,19,18,Helsingborgs IF,IFK Värnamo
172,2270198,4,,19,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,False,93,Adam Kaied,19,4,Helsingborgs IF,IFK Göteborg
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,True,93,Adam Kaied,19,1,Helsingborgs IF,Malmö FF
190,2270216,10,,19,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,False,93,Adam Kaied,19,10,Helsingborgs IF,Kalmar FF
193,2270220,12,,19,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,False,93,Adam Kaied,19,12,Helsingborgs IF,AIK
203,2270230,19,,13,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,True,93,Adam Kaied,19,13,Helsingborgs IF,Varbergs BoIS
213,2270239,9,,19,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,False,93,Adam Kaied,19,9,Helsingborgs IF,IFK Norrköping
219,2270246,19,,16,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,True,93,Adam Kaied,19,16,Helsingborgs IF,Degerfors IF
228,2270254,5,,19,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,93,Adam Kaied,19,5,Helsingborgs IF,IF Elfsborg
236,2270263,19,,2,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,93,Adam Kaied,19,2,Helsingborgs IF,Hammarby
55,2270077,19,,9,,7,False,0,False,2022-05-09T17:00:00Z,Omgång 7,True,94,Lucas Lingman,19,9,Helsingborgs IF,IFK Norrköping
62,2270085,16,,19,,8,False,0,False,2022-05-15T15:30:00Z,Omgång 8,False,94,Lucas Lingman,19,16,Helsingborgs IF,Degerfors IF
68,2270093,19,,18,,9,False,0,False,2022-05-21T15:30:00Z,Omgång 9,True,94,Lucas Lingman,19,18,Helsingborgs IF,IFK Värnamo
80,2270103,19,,12,,10,False,0,False,2022-05-29T15:30:00Z,Omgång 10,True,94,Lucas Lingman,19,12,Helsingborgs IF,AIK
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,False,94,Lucas Lingman,19,1,Helsingborgs IF,Malmö FF
95,2270119,19,,10,,12,False,0,False,2022-07-02T15:30:00Z,Omgång 12,True,94,Lucas Lingman,19,10,Helsingborgs IF,Kalmar FF
101,2270125,19,,7,,13,False,0,False,2022-07-11T17:00:00Z,Omgång 13,True,94,Lucas Lingman,19,7,Helsingborgs IF,Djurgården
114,2270139,13,,19,,14,False,0,False,2022-07-18T17:00:00Z,Omgång 14,False,94,Lucas Lingman,19,13,Helsingborgs IF,Varbergs BoIS
116,2270141,19,,17,,15,False,0,False,2022-07-24T13:00:00Z,Omgång 15,True,94,Lucas Lingman,19,17,Helsingborgs IF,GIF Sundsvall
