id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,element,name,team_id,opponent_team_id,team,opponent_team
51,2270081,1,,14,,7,False,0,False,2022-05-07T15:30:00Z,Omgång 7,True,1,Johan Dahlin,1,14,Malmö FF,Mjällby AIF
58,2270148,12,,1,,7,False,0,False,2022-05-11T17:00:00Z,Omgång 7,False,1,Johan Dahlin,1,12,Malmö FF,AIK
66,2270086,7,,1,,8,False,0,False,2022-05-16T17:10:00Z,Omgång 8,False,1,Johan Dahlin,1,7,Malmö FF,Djurgården
71,2270097,1,,6,,9,False,0,False,2022-05-22T15:30:00Z,Omgång 9,True,1,Johan Dahlin,1,6,Malmö FF,BK Häcken
75,2270101,16,,1,,10,False,0,False,2022-05-29T13:00:00Z,Omgång 10,False,1,Johan Dahlin,1,16,Malmö FF,Degerfors IF
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,True,1,Johan Dahlin,1,19,Malmö FF,Helsingborgs IF
94,2270122,17,,1,,12,False,0,False,2022-07-01T17:00:00Z,Omgång 12,False,1,Johan Dahlin,1,17,Malmö FF,GIF Sundsvall
105,2270130,1,,13,,13,False,0,False,2022-07-09T13:00:00Z,Omgång 13,True,1,Johan Dahlin,1,13,Malmö FF,Varbergs BoIS
112,2270136,9,,1,,14,False,0,False,2022-07-16T13:00:00Z,Omgång 14,False,1,Johan Dahlin,1,9,Malmö FF,IFK Norrköping
120,2270145,1,,3,,15,False,0,False,2022-07-23T13:00:00Z,Omgång 15,True,1,Johan Dahlin,1,3,Malmö FF,IK Sirius
133,2270160,3,,1,,17,False,0,False,2022-08-06T13:00:00Z,Omgång 17,False,1,Johan Dahlin,1,3,Malmö FF,IK Sirius
144,2270171,1,,17,,18,False,0,False,2022-08-13T13:00:00Z,Omgång 18,True,1,Johan Dahlin,1,17,Malmö FF,GIF Sundsvall
151,2270177,14,,1,,19,False,0,False,2022-08-20T13:00:00Z,Omgång 19,False,1,Johan Dahlin,1,14,Malmö FF,Mjällby AIF
159,2270186,1,,10,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,1,Johan Dahlin,1,10,Malmö FF,Kalmar FF
163,2270190,5,,1,,21,False,0,False,2022-09-04T15:30:00Z,Omgång 21,False,1,Johan Dahlin,1,5,Malmö FF,IF Elfsborg
175,2270201,1,,9,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,True,1,Johan Dahlin,1,9,Malmö FF,IFK Norrköping
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,False,1,Johan Dahlin,1,19,Malmö FF,Helsingborgs IF
191,2270217,1,,2,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,True,1,Johan Dahlin,1,2,Malmö FF,Hammarby
200,2270226,1,,18,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,True,1,Johan Dahlin,1,18,Malmö FF,IFK Värnamo
205,2270232,4,,1,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,False,1,Johan Dahlin,1,4,Malmö FF,IFK Göteborg
215,2270241,1,,7,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,True,1,Johan Dahlin,1,7,Malmö FF,Djurgården
217,2270244,6,,1,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,False,1,Johan Dahlin,1,6,Malmö FF,BK Häcken
232,2270259,13,,1,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,1,Johan Dahlin,1,13,Malmö FF,Varbergs BoIS
240,2270267,1,,16,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,1,Johan Dahlin,1,16,Malmö FF,Degerfors IF
51,2270081,1,,14,,7,False,0,False,2022-05-07T15:30:00Z,Omgång 7,True,2,Ismael Diawara,1,14,Malmö FF,Mjällby AIF
58,2270148,12,,1,,7,False,0,False,2022-05-11T17:00:00Z,Omgång 7,False,2,Ismael Diawara,1,12,Malmö FF,AIK
66,2270086,7,,1,,8,False,0,False,2022-05-16T17:10:00Z,Omgång 8,False,2,Ismael Diawara,1,7,Malmö FF,Djurgården
71,2270097,1,,6,,9,False,0,False,2022-05-22T15:30:00Z,Omgång 9,True,2,Ismael Diawara,1,6,Malmö FF,BK Häcken
75,2270101,16,,1,,10,False,0,False,2022-05-29T13:00:00Z,Omgång 10,False,2,Ismael Diawara,1,16,Malmö FF,Degerfors IF
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,True,2,Ismael Diawara,1,19,Malmö FF,Helsingborgs IF
94,2270122,17,,1,,12,False,0,False,2022-07-01T17:00:00Z,Omgång 12,False,2,Ismael Diawara,1,17,Malmö FF,GIF Sundsvall
105,2270130,1,,13,,13,False,0,False,2022-07-09T13:00:00Z,Omgång 13,True,2,Ismael Diawara,1,13,Malmö FF,Varbergs BoIS
112,2270136,9,,1,,14,False,0,False,2022-07-16T13:00:00Z,Omgång 14,False,2,Ismael Diawara,1,9,Malmö FF,IFK Norrköping
120,2270145,1,,3,,15,False,0,False,2022-07-23T13:00:00Z,Omgång 15,True,2,Ismael Diawara,1,3,Malmö FF,IK Sirius
133,2270160,3,,1,,17,False,0,False,2022-08-06T13:00:00Z,Omgång 17,False,2,Ismael Diawara,1,3,Malmö FF,IK Sirius
144,2270171,1,,17,,18,False,0,False,2022-08-13T13:00:00Z,Omgång 18,True,2,Ismael Diawara,1,17,Malmö FF,GIF Sundsvall
151,2270177,14,,1,,19,False,0,False,2022-08-20T13:00:00Z,Omgång 19,False,2,Ismael Diawara,1,14,Malmö FF,Mjällby AIF
159,2270186,1,,10,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,2,Ismael Diawara,1,10,Malmö FF,Kalmar FF
163,2270190,5,,1,,21,False,0,False,2022-09-04T15:30:00Z,Omgång 21,False,2,Ismael Diawara,1,5,Malmö FF,IF Elfsborg
175,2270201,1,,9,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,True,2,Ismael Diawara,1,9,Malmö FF,IFK Norrköping
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,False,2,Ismael Diawara,1,19,Malmö FF,Helsingborgs IF
191,2270217,1,,2,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,True,2,Ismael Diawara,1,2,Malmö FF,Hammarby
200,2270226,1,,18,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,True,2,Ismael Diawara,1,18,Malmö FF,IFK Värnamo
205,2270232,4,,1,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,False,2,Ismael Diawara,1,4,Malmö FF,IFK Göteborg
215,2270241,1,,7,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,True,2,Ismael Diawara,1,7,Malmö FF,Djurgården
217,2270244,6,,1,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,False,2,Ismael Diawara,1,6,Malmö FF,BK Häcken
232,2270259,13,,1,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,2,Ismael Diawara,1,13,Malmö FF,Varbergs BoIS
240,2270267,1,,16,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,2,Ismael Diawara,1,16,Malmö FF,Degerfors IF
51,2270081,1,,14,,7,False,0,False,2022-05-07T15:30:00Z,Omgång 7,True,3,Niklas Moisander,1,14,Malmö FF,Mjällby AIF
58,2270148,12,,1,,7,False,0,False,2022-05-11T17:00:00Z,Omgång 7,False,3,Niklas Moisander,1,12,Malmö FF,AIK
66,2270086,7,,1,,8,False,0,False,2022-05-16T17:10:00Z,Omgång 8,False,3,Niklas Moisander,1,7,Malmö FF,Djurgården
71,2270097,1,,6,,9,False,0,False,2022-05-22T15:30:00Z,Omgång 9,True,3,Niklas Moisander,1,6,Malmö FF,BK Häcken
75,2270101,16,,1,,10,False,0,False,2022-05-29T13:00:00Z,Omgång 10,False,3,Niklas Moisander,1,16,Malmö FF,Degerfors IF
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,True,3,Niklas Moisander,1,19,Malmö FF,Helsingborgs IF
94,2270122,17,,1,,12,False,0,False,2022-07-01T17:00:00Z,Omgång 12,False,3,Niklas Moisander,1,17,Malmö FF,GIF Sundsvall
105,2270130,1,,13,,13,False,0,False,2022-07-09T13:00:00Z,Omgång 13,True,3,Niklas Moisander,1,13,Malmö FF,Varbergs BoIS
112,2270136,9,,1,,14,False,0,False,2022-07-16T13:00:00Z,Omgång 14,False,3,Niklas Moisander,1,9,Malmö FF,IFK Norrköping
120,2270145,1,,3,,15,False,0,False,2022-07-23T13:00:00Z,Omgång 15,True,3,Niklas Moisander,1,3,Malmö FF,IK Sirius
133,2270160,3,,1,,17,False,0,False,2022-08-06T13:00:00Z,Omgång 17,False,3,Niklas Moisander,1,3,Malmö FF,IK Sirius
144,2270171,1,,17,,18,False,0,False,2022-08-13T13:00:00Z,Omgång 18,True,3,Niklas Moisander,1,17,Malmö FF,GIF Sundsvall
151,2270177,14,,1,,19,False,0,False,2022-08-20T13:00:00Z,Omgång 19,False,3,Niklas Moisander,1,14,Malmö FF,Mjällby AIF
159,2270186,1,,10,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,3,Niklas Moisander,1,10,Malmö FF,Kalmar FF
163,2270190,5,,1,,21,False,0,False,2022-09-04T15:30:00Z,Omgång 21,False,3,Niklas Moisander,1,5,Malmö FF,IF Elfsborg
175,2270201,1,,9,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,True,3,Niklas Moisander,1,9,Malmö FF,IFK Norrköping
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,False,3,Niklas Moisander,1,19,Malmö FF,Helsingborgs IF
191,2270217,1,,2,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,True,3,Niklas Moisander,1,2,Malmö FF,Hammarby
200,2270226,1,,18,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,True,3,Niklas Moisander,1,18,Malmö FF,IFK Värnamo
205,2270232,4,,1,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,False,3,Niklas Moisander,1,4,Malmö FF,IFK Göteborg
215,2270241,1,,7,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,True,3,Niklas Moisander,1,7,Malmö FF,Djurgården
217,2270244,6,,1,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,False,3,Niklas Moisander,1,6,Malmö FF,BK Häcken
232,2270259,13,,1,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,3,Niklas Moisander,1,13,Malmö FF,Varbergs BoIS
240,2270267,1,,16,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,3,Niklas Moisander,1,16,Malmö FF,Degerfors IF
51,2270081,1,,14,,7,False,0,False,2022-05-07T15:30:00Z,Omgång 7,True,4,Jonas Knudsen,1,14,Malmö FF,Mjällby AIF
58,2270148,12,,1,,7,False,0,False,2022-05-11T17:00:00Z,Omgång 7,False,4,Jonas Knudsen,1,12,Malmö FF,AIK
66,2270086,7,,1,,8,False,0,False,2022-05-16T17:10:00Z,Omgång 8,False,4,Jonas Knudsen,1,7,Malmö FF,Djurgården
71,2270097,1,,6,,9,False,0,False,2022-05-22T15:30:00Z,Omgång 9,True,4,Jonas Knudsen,1,6,Malmö FF,BK Häcken
75,2270101,16,,1,,10,False,0,False,2022-05-29T13:00:00Z,Omgång 10,False,4,Jonas Knudsen,1,16,Malmö FF,Degerfors IF
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,True,4,Jonas Knudsen,1,19,Malmö FF,Helsingborgs IF
94,2270122,17,,1,,12,False,0,False,2022-07-01T17:00:00Z,Omgång 12,False,4,Jonas Knudsen,1,17,Malmö FF,GIF Sundsvall
105,2270130,1,,13,,13,False,0,False,2022-07-09T13:00:00Z,Omgång 13,True,4,Jonas Knudsen,1,13,Malmö FF,Varbergs BoIS
112,2270136,9,,1,,14,False,0,False,2022-07-16T13:00:00Z,Omgång 14,False,4,Jonas Knudsen,1,9,Malmö FF,IFK Norrköping
120,2270145,1,,3,,15,False,0,False,2022-07-23T13:00:00Z,Omgång 15,True,4,Jonas Knudsen,1,3,Malmö FF,IK Sirius
133,2270160,3,,1,,17,False,0,False,2022-08-06T13:00:00Z,Omgång 17,False,4,Jonas Knudsen,1,3,Malmö FF,IK Sirius
144,2270171,1,,17,,18,False,0,False,2022-08-13T13:00:00Z,Omgång 18,True,4,Jonas Knudsen,1,17,Malmö FF,GIF Sundsvall
151,2270177,14,,1,,19,False,0,False,2022-08-20T13:00:00Z,Omgång 19,False,4,Jonas Knudsen,1,14,Malmö FF,Mjällby AIF
159,2270186,1,,10,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,4,Jonas Knudsen,1,10,Malmö FF,Kalmar FF
163,2270190,5,,1,,21,False,0,False,2022-09-04T15:30:00Z,Omgång 21,False,4,Jonas Knudsen,1,5,Malmö FF,IF Elfsborg
175,2270201,1,,9,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,True,4,Jonas Knudsen,1,9,Malmö FF,IFK Norrköping
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,False,4,Jonas Knudsen,1,19,Malmö FF,Helsingborgs IF
191,2270217,1,,2,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,True,4,Jonas Knudsen,1,2,Malmö FF,Hammarby
200,2270226,1,,18,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,True,4,Jonas Knudsen,1,18,Malmö FF,IFK Värnamo
205,2270232,4,,1,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,False,4,Jonas Knudsen,1,4,Malmö FF,IFK Göteborg
215,2270241,1,,7,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,True,4,Jonas Knudsen,1,7,Malmö FF,Djurgården
217,2270244,6,,1,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,False,4,Jonas Knudsen,1,6,Malmö FF,BK Häcken
232,2270259,13,,1,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,4,Jonas Knudsen,1,13,Malmö FF,Varbergs BoIS
240,2270267,1,,16,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,4,Jonas Knudsen,1,16,Malmö FF,Degerfors IF
51,2270081,1,,14,,7,False,0,False,2022-05-07T15:30:00Z,Omgång 7,True,5,Lasse Nielsen,1,14,Malmö FF,Mjällby AIF
58,2270148,12,,1,,7,False,0,False,2022-05-11T17:00:00Z,Omgång 7,False,5,Lasse Nielsen,1,12,Malmö FF,AIK
66,2270086,7,,1,,8,False,0,False,2022-05-16T17:10:00Z,Omgång 8,False,5,Lasse Nielsen,1,7,Malmö FF,Djurgården
71,2270097,1,,6,,9,False,0,False,2022-05-22T15:30:00Z,Omgång 9,True,5,Lasse Nielsen,1,6,Malmö FF,BK Häcken
75,2270101,16,,1,,10,False,0,False,2022-05-29T13:00:00Z,Omgång 10,False,5,Lasse Nielsen,1,16,Malmö FF,Degerfors IF
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,True,5,Lasse Nielsen,1,19,Malmö FF,Helsingborgs IF
94,2270122,17,,1,,12,False,0,False,2022-07-01T17:00:00Z,Omgång 12,False,5,Lasse Nielsen,1,17,Malmö FF,GIF Sundsvall
105,2270130,1,,13,,13,False,0,False,2022-07-09T13:00:00Z,Omgång 13,True,5,Lasse Nielsen,1,13,Malmö FF,Varbergs BoIS
112,2270136,9,,1,,14,False,0,False,2022-07-16T13:00:00Z,Omgång 14,False,5,Lasse Nielsen,1,9,Malmö FF,IFK Norrköping
120,2270145,1,,3,,15,False,0,False,2022-07-23T13:00:00Z,Omgång 15,True,5,Lasse Nielsen,1,3,Malmö FF,IK Sirius
133,2270160,3,,1,,17,False,0,False,2022-08-06T13:00:00Z,Omgång 17,False,5,Lasse Nielsen,1,3,Malmö FF,IK Sirius
144,2270171,1,,17,,18,False,0,False,2022-08-13T13:00:00Z,Omgång 18,True,5,Lasse Nielsen,1,17,Malmö FF,GIF Sundsvall
151,2270177,14,,1,,19,False,0,False,2022-08-20T13:00:00Z,Omgång 19,False,5,Lasse Nielsen,1,14,Malmö FF,Mjällby AIF
159,2270186,1,,10,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,5,Lasse Nielsen,1,10,Malmö FF,Kalmar FF
163,2270190,5,,1,,21,False,0,False,2022-09-04T15:30:00Z,Omgång 21,False,5,Lasse Nielsen,1,5,Malmö FF,IF Elfsborg
175,2270201,1,,9,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,True,5,Lasse Nielsen,1,9,Malmö FF,IFK Norrköping
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,False,5,Lasse Nielsen,1,19,Malmö FF,Helsingborgs IF
191,2270217,1,,2,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,True,5,Lasse Nielsen,1,2,Malmö FF,Hammarby
200,2270226,1,,18,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,True,5,Lasse Nielsen,1,18,Malmö FF,IFK Värnamo
205,2270232,4,,1,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,False,5,Lasse Nielsen,1,4,Malmö FF,IFK Göteborg
215,2270241,1,,7,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,True,5,Lasse Nielsen,1,7,Malmö FF,Djurgården
217,2270244,6,,1,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,False,5,Lasse Nielsen,1,6,Malmö FF,BK Häcken
232,2270259,13,,1,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,5,Lasse Nielsen,1,13,Malmö FF,Varbergs BoIS
240,2270267,1,,16,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,5,Lasse Nielsen,1,16,Malmö FF,Degerfors IF
51,2270081,1,,14,,7,False,0,False,2022-05-07T15:30:00Z,Omgång 7,True,6,Eric Larsson,1,14,Malmö FF,Mjällby AIF
58,2270148,12,,1,,7,False,0,False,2022-05-11T17:00:00Z,Omgång 7,False,6,Eric Larsson,1,12,Malmö FF,AIK
66,2270086,7,,1,,8,False,0,False,2022-05-16T17:10:00Z,Omgång 8,False,6,Eric Larsson,1,7,Malmö FF,Djurgården
71,2270097,1,,6,,9,False,0,False,2022-05-22T15:30:00Z,Omgång 9,True,6,Eric Larsson,1,6,Malmö FF,BK Häcken
75,2270101,16,,1,,10,False,0,False,2022-05-29T13:00:00Z,Omgång 10,False,6,Eric Larsson,1,16,Malmö FF,Degerfors IF
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,True,6,Eric Larsson,1,19,Malmö FF,Helsingborgs IF
94,2270122,17,,1,,12,False,0,False,2022-07-01T17:00:00Z,Omgång 12,False,6,Eric Larsson,1,17,Malmö FF,GIF Sundsvall
105,2270130,1,,13,,13,False,0,False,2022-07-09T13:00:00Z,Omgång 13,True,6,Eric Larsson,1,13,Malmö FF,Varbergs BoIS
112,2270136,9,,1,,14,False,0,False,2022-07-16T13:00:00Z,Omgång 14,False,6,Eric Larsson,1,9,Malmö FF,IFK Norrköping
120,2270145,1,,3,,15,False,0,False,2022-07-23T13:00:00Z,Omgång 15,True,6,Eric Larsson,1,3,Malmö FF,IK Sirius
133,2270160,3,,1,,17,False,0,False,2022-08-06T13:00:00Z,Omgång 17,False,6,Eric Larsson,1,3,Malmö FF,IK Sirius
144,2270171,1,,17,,18,False,0,False,2022-08-13T13:00:00Z,Omgång 18,True,6,Eric Larsson,1,17,Malmö FF,GIF Sundsvall
151,2270177,14,,1,,19,False,0,False,2022-08-20T13:00:00Z,Omgång 19,False,6,Eric Larsson,1,14,Malmö FF,Mjällby AIF
159,2270186,1,,10,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,6,Eric Larsson,1,10,Malmö FF,Kalmar FF
163,2270190,5,,1,,21,False,0,False,2022-09-04T15:30:00Z,Omgång 21,False,6,Eric Larsson,1,5,Malmö FF,IF Elfsborg
175,2270201,1,,9,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,True,6,Eric Larsson,1,9,Malmö FF,IFK Norrköping
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,False,6,Eric Larsson,1,19,Malmö FF,Helsingborgs IF
191,2270217,1,,2,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,True,6,Eric Larsson,1,2,Malmö FF,Hammarby
200,2270226,1,,18,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,True,6,Eric Larsson,1,18,Malmö FF,IFK Värnamo
205,2270232,4,,1,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,False,6,Eric Larsson,1,4,Malmö FF,IFK Göteborg
215,2270241,1,,7,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,True,6,Eric Larsson,1,7,Malmö FF,Djurgården
217,2270244,6,,1,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,False,6,Eric Larsson,1,6,Malmö FF,BK Häcken
232,2270259,13,,1,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,6,Eric Larsson,1,13,Malmö FF,Varbergs BoIS
240,2270267,1,,16,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,6,Eric Larsson,1,16,Malmö FF,Degerfors IF
51,2270081,1,,14,,7,False,0,False,2022-05-07T15:30:00Z,Omgång 7,True,7,Felix Beijmo,1,14,Malmö FF,Mjällby AIF
58,2270148,12,,1,,7,False,0,False,2022-05-11T17:00:00Z,Omgång 7,False,7,Felix Beijmo,1,12,Malmö FF,AIK
66,2270086,7,,1,,8,False,0,False,2022-05-16T17:10:00Z,Omgång 8,False,7,Felix Beijmo,1,7,Malmö FF,Djurgården
71,2270097,1,,6,,9,False,0,False,2022-05-22T15:30:00Z,Omgång 9,True,7,Felix Beijmo,1,6,Malmö FF,BK Häcken
75,2270101,16,,1,,10,False,0,False,2022-05-29T13:00:00Z,Omgång 10,False,7,Felix Beijmo,1,16,Malmö FF,Degerfors IF
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,True,7,Felix Beijmo,1,19,Malmö FF,Helsingborgs IF
94,2270122,17,,1,,12,False,0,False,2022-07-01T17:00:00Z,Omgång 12,False,7,Felix Beijmo,1,17,Malmö FF,GIF Sundsvall
105,2270130,1,,13,,13,False,0,False,2022-07-09T13:00:00Z,Omgång 13,True,7,Felix Beijmo,1,13,Malmö FF,Varbergs BoIS
112,2270136,9,,1,,14,False,0,False,2022-07-16T13:00:00Z,Omgång 14,False,7,Felix Beijmo,1,9,Malmö FF,IFK Norrköping
120,2270145,1,,3,,15,False,0,False,2022-07-23T13:00:00Z,Omgång 15,True,7,Felix Beijmo,1,3,Malmö FF,IK Sirius
133,2270160,3,,1,,17,False,0,False,2022-08-06T13:00:00Z,Omgång 17,False,7,Felix Beijmo,1,3,Malmö FF,IK Sirius
144,2270171,1,,17,,18,False,0,False,2022-08-13T13:00:00Z,Omgång 18,True,7,Felix Beijmo,1,17,Malmö FF,GIF Sundsvall
151,2270177,14,,1,,19,False,0,False,2022-08-20T13:00:00Z,Omgång 19,False,7,Felix Beijmo,1,14,Malmö FF,Mjällby AIF
159,2270186,1,,10,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,7,Felix Beijmo,1,10,Malmö FF,Kalmar FF
163,2270190,5,,1,,21,False,0,False,2022-09-04T15:30:00Z,Omgång 21,False,7,Felix Beijmo,1,5,Malmö FF,IF Elfsborg
175,2270201,1,,9,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,True,7,Felix Beijmo,1,9,Malmö FF,IFK Norrköping
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,False,7,Felix Beijmo,1,19,Malmö FF,Helsingborgs IF
191,2270217,1,,2,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,True,7,Felix Beijmo,1,2,Malmö FF,Hammarby
200,2270226,1,,18,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,True,7,Felix Beijmo,1,18,Malmö FF,IFK Värnamo
205,2270232,4,,1,,26,False,0,False,2022-10-15T23:00:00Z,Omgång 26,False,7,Felix Beijmo,1,4,Malmö FF,IFK Göteborg
215,2270241,1,,7,,27,False,0,False,2022-10-18T23:00:00Z,Omgång 27,True,7,Felix Beijmo,1,7,Malmö FF,Djurgården
217,2270244,6,,1,,28,False,0,False,2022-10-22T23:00:00Z,Omgång 28,False,7,Felix Beijmo,1,6,Malmö FF,BK Häcken
232,2270259,13,,1,,29,False,0,False,2022-10-29T23:00:00Z,Omgång 29,False,7,Felix Beijmo,1,13,Malmö FF,Varbergs BoIS
240,2270267,1,,16,,30,False,0,False,2022-11-06T00:00:00Z,Omgång 30,True,7,Felix Beijmo,1,16,Malmö FF,Degerfors IF
51,2270081,1,,14,,7,False,0,False,2022-05-07T15:30:00Z,Omgång 7,True,8,Martin Olsson,1,14,Malmö FF,Mjällby AIF
58,2270148,12,,1,,7,False,0,False,2022-05-11T17:00:00Z,Omgång 7,False,8,Martin Olsson,1,12,Malmö FF,AIK
66,2270086,7,,1,,8,False,0,False,2022-05-16T17:10:00Z,Omgång 8,False,8,Martin Olsson,1,7,Malmö FF,Djurgården
71,2270097,1,,6,,9,False,0,False,2022-05-22T15:30:00Z,Omgång 9,True,8,Martin Olsson,1,6,Malmö FF,BK Häcken
75,2270101,16,,1,,10,False,0,False,2022-05-29T13:00:00Z,Omgång 10,False,8,Martin Olsson,1,16,Malmö FF,Degerfors IF
89,2270113,1,,19,,11,False,0,False,2022-06-27T17:00:00Z,Omgång 11,True,8,Martin Olsson,1,19,Malmö FF,Helsingborgs IF
94,2270122,17,,1,,12,False,0,False,2022-07-01T17:00:00Z,Omgång 12,False,8,Martin Olsson,1,17,Malmö FF,GIF Sundsvall
105,2270130,1,,13,,13,False,0,False,2022-07-09T13:00:00Z,Omgång 13,True,8,Martin Olsson,1,13,Malmö FF,Varbergs BoIS
112,2270136,9,,1,,14,False,0,False,2022-07-16T13:00:00Z,Omgång 14,False,8,Martin Olsson,1,9,Malmö FF,IFK Norrköping
120,2270145,1,,3,,15,False,0,False,2022-07-23T13:00:00Z,Omgång 15,True,8,Martin Olsson,1,3,Malmö FF,IK Sirius
133,2270160,3,,1,,17,False,0,False,2022-08-06T13:00:00Z,Omgång 17,False,8,Martin Olsson,1,3,Malmö FF,IK Sirius
144,2270171,1,,17,,18,False,0,False,2022-08-13T13:00:00Z,Omgång 18,True,8,Martin Olsson,1,17,Malmö FF,GIF Sundsvall
151,2270177,14,,1,,19,False,0,False,2022-08-20T13:00:00Z,Omgång 19,False,8,Martin Olsson,1,14,Malmö FF,Mjällby AIF
159,2270186,1,,10,,20,False,0,False,2022-08-28T15:30:00Z,Omgång 20,True,8,Martin Olsson,1,10,Malmö FF,Kalmar FF
163,2270190,5,,1,,21,False,0,False,2022-09-04T15:30:00Z,Omgång 21,False,8,Martin Olsson,1,5,Malmö FF,IF Elfsborg
175,2270201,1,,9,,22,False,0,False,2022-09-10T23:00:00Z,Omgång 22,True,8,Martin Olsson,1,9,Malmö FF,IFK Norrköping
180,2270207,19,,1,,23,False,0,False,2022-09-17T23:00:00Z,Omgång 23,False,8,Martin Olsson,1,19,Malmö FF,Helsingborgs IF
191,2270217,1,,2,,24,False,0,False,2022-10-01T23:00:00Z,Omgång 24,True,8,Martin Olsson,1,2,Malmö FF,Hammarby
200,2270226,1,,18,,25,False,0,False,2022-10-08T23:00:00Z,Omgång 25,True,8,Martin Olsson,1,18,Malmö FF,IFK Värnamo
