element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,own_goals,attacking_bonus,defending_bonus,winning_goals,crosses,key_passes,big_chances_created,clearances_blocks_interceptions,recoveries,value,transfers_balance,selected,transfers_in,transfers_out,name,team_id,team,opponent_team_id
1,6,Kalmar FF,6,False,2022-04-03T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,60,0,4920,0,0,Johan Dahlin,1,Malmö FF,10
1,16,IF Elfsborg,3,True,2022-04-11T17:10:00Z,1,1,2,90,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,6,6,60,201,5787,284,83,Johan Dahlin,1,Malmö FF,5
1,24,AIK,7,True,2022-04-17T13:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,12,11,60,39,5997,127,88,Johan Dahlin,1,Malmö FF,12
1,32,IFK Värnamo,7,False,2022-04-21T17:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,6,5,60,241,6355,319,78,Johan Dahlin,1,Malmö FF,18
1,39,IFK Göteborg,6,True,2022-04-25T17:10:00Z,1,0,5,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,60,144,6527,244,100,Johan Dahlin,1,Malmö FF,4
1,46,Hammarby,7,False,2022-05-02T17:10:00Z,0,0,6,90,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,10,10,60,178,6427,284,106,Johan Dahlin,1,Malmö FF,2
1,51,Mjällby AIF,1,True,2022-05-07T15:30:00Z,2,0,7,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,60,925,10008,1051,126,Johan Dahlin,1,Malmö FF,14
1,58,AIK,1,False,2022-05-11T17:00:00Z,2,0,7,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,925,10008,1051,126,Johan Dahlin,1,Malmö FF,12
1,66,Djurgården,0,False,2022-05-16T17:10:00Z,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-904,6900,108,1012,Johan Dahlin,1,Malmö FF,7
1,71,BK Häcken,0,True,2022-05-22T15:30:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-775,6137,20,795,Johan Dahlin,1,Malmö FF,6
1,75,Degerfors IF,0,False,2022-05-29T13:00:00Z,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-535,5604,3,538,Johan Dahlin,1,Malmö FF,16
1,89,Helsingborgs IF,2,True,2022-06-27T17:10:00Z,2,1,11,90,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,9,9,59,-128,5507,88,216,Johan Dahlin,1,Malmö FF,19
2,6,Kalmar FF,0,False,2022-04-03T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1073,0,0,Ismael Diawara,1,Malmö FF,10
2,16,IF Elfsborg,0,True,2022-04-11T17:10:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-39,1099,19,58,Ismael Diawara,1,Malmö FF,5
2,24,AIK,0,True,2022-04-17T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-31,1079,14,45,Ismael Diawara,1,Malmö FF,12
2,32,IFK Värnamo,0,False,2022-04-21T17:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-46,1043,6,52,Ismael Diawara,1,Malmö FF,18
2,39,IFK Göteborg,0,True,2022-04-25T17:10:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-28,1021,6,34,Ismael Diawara,1,Malmö FF,4
2,46,Hammarby,0,False,2022-05-02T17:10:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-17,972,11,28,Ismael Diawara,1,Malmö FF,2
2,51,Mjällby AIF,1,True,2022-05-07T15:30:00Z,2,0,7,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,45,-47,1148,4,51,Ismael Diawara,1,Malmö FF,14
2,58,AIK,3,False,2022-05-11T17:00:00Z,2,0,7,45,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,4,4,45,-47,1148,4,51,Ismael Diawara,1,Malmö FF,12
2,66,Djurgården,0,False,2022-05-16T17:10:00Z,4,0,8,90,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,5,5,45,61,1035,90,29,Ismael Diawara,1,Malmö FF,7
2,71,BK Häcken,3,True,2022-05-22T15:30:00Z,1,2,9,90,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,12,11,45,38,1083,65,27,Ismael Diawara,1,Malmö FF,6
2,75,Degerfors IF,6,False,2022-05-29T13:00:00Z,0,2,10,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,45,87,1184,96,9,Ismael Diawara,1,Malmö FF,16
2,89,Helsingborgs IF,0,True,2022-06-27T17:10:00Z,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,1199,57,41,Ismael Diawara,1,Malmö FF,19
3,6,Kalmar FF,0,False,2022-04-03T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,567,0,0,Niklas Moisander,1,Malmö FF,10
3,16,IF Elfsborg,0,True,2022-04-11T17:10:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-154,416,0,154,Niklas Moisander,1,Malmö FF,5
3,24,AIK,0,True,2022-04-17T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-56,361,0,56,Niklas Moisander,1,Malmö FF,12
3,32,IFK Värnamo,0,False,2022-04-21T17:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-34,327,0,34,Niklas Moisander,1,Malmö FF,18
3,39,IFK Göteborg,0,True,2022-04-25T17:10:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-14,313,0,14,Niklas Moisander,1,Malmö FF,4
3,46,Hammarby,0,False,2022-05-02T17:10:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-16,298,0,16,Niklas Moisander,1,Malmö FF,2
3,51,Mjällby AIF,0,True,2022-05-07T15:30:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-8,289,0,8,Niklas Moisander,1,Malmö FF,14
3,58,AIK,0,False,2022-05-11T17:00:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-8,289,0,8,Niklas Moisander,1,Malmö FF,12
3,66,Djurgården,0,False,2022-05-16T17:10:00Z,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-8,282,0,8,Niklas Moisander,1,Malmö FF,7
3,71,BK Häcken,0,True,2022-05-22T15:30:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-8,273,0,8,Niklas Moisander,1,Malmö FF,6
3,75,Degerfors IF,0,False,2022-05-29T13:00:00Z,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-6,268,0,6,Niklas Moisander,1,Malmö FF,16
3,89,Helsingborgs IF,3,True,2022-06-27T17:10:00Z,2,1,11,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,8,58,5,273,8,3,Niklas Moisander,1,Malmö FF,19
4,6,Kalmar FF,0,False,2022-04-03T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,13,0,0,Jonas Knudsen,1,Malmö FF,10
4,16,IF Elfsborg,0,True,2022-04-11T17:10:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,14,0,0,Jonas Knudsen,1,Malmö FF,5
4,24,AIK,0,True,2022-04-17T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,14,0,0,Jonas Knudsen,1,Malmö FF,12
4,32,IFK Värnamo,0,False,2022-04-21T17:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-3,12,0,3,Jonas Knudsen,1,Malmö FF,18
4,39,IFK Göteborg,0,True,2022-04-25T17:10:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,13,1,0,Jonas Knudsen,1,Malmö FF,4
4,46,Hammarby,0,False,2022-05-02T17:10:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,15,2,2,Jonas Knudsen,1,Malmö FF,2
4,51,Mjällby AIF,0,True,2022-05-07T15:30:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,19,1,0,Jonas Knudsen,1,Malmö FF,14
4,58,AIK,0,False,2022-05-11T17:00:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,19,1,0,Jonas Knudsen,1,Malmö FF,12
4,66,Djurgården,0,False,2022-05-16T17:10:00Z,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,20,2,1,Jonas Knudsen,1,Malmö FF,7
4,71,BK Häcken,0,True,2022-05-22T15:30:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,20,1,1,Jonas Knudsen,1,Malmö FF,6
4,75,Degerfors IF,6,False,2022-05-29T13:00:00Z,0,2,10,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,60,-3,18,0,3,Jonas Knudsen,1,Malmö FF,16
4,89,Helsingborgs IF,0,True,2022-06-27T17:10:00Z,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,39,58,39,0,Jonas Knudsen,1,Malmö FF,19
5,6,Kalmar FF,7,False,2022-04-03T15:30:00Z,0,1,1,90,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,19,7,55,0,2637,0,0,Lasse Nielsen,1,Malmö FF,10
5,16,IF Elfsborg,4,True,2022-04-11T17:10:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,17,10,55,559,3567,659,100,Lasse Nielsen,1,Malmö FF,5
5,24,AIK,8,True,2022-04-17T13:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,17,7,55,283,3952,414,131,Lasse Nielsen,1,Malmö FF,12
5,32,IFK Värnamo,7,False,2022-04-21T17:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,10,56,1574,5649,1663,89,Lasse Nielsen,1,Malmö FF,18
5,39,IFK Göteborg,7,True,2022-04-25T17:10:00Z,1,0,5,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,6,57,1369,7051,1432,63,Lasse Nielsen,1,Malmö FF,4
5,46,Hammarby,7,False,2022-05-02T17:10:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,58,1408,6732,1546,138,Lasse Nielsen,1,Malmö FF,2
5,51,Mjällby AIF,6,True,2022-05-07T15:30:00Z,2,0,7,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,59,3693,14612,3754,61,Lasse Nielsen,1,Malmö FF,14
5,58,AIK,0,False,2022-05-11T17:00:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3693,14612,3754,61,Lasse Nielsen,1,Malmö FF,12
5,66,Djurgården,0,False,2022-05-16T17:10:00Z,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-177,12066,838,1015,Lasse Nielsen,1,Malmö FF,7
5,71,BK Häcken,5,True,2022-05-22T15:30:00Z,1,2,9,90,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,15,9,59,-1042,11050,367,1409,Lasse Nielsen,1,Malmö FF,6
5,75,Degerfors IF,7,False,2022-05-29T13:00:00Z,0,2,10,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,4,58,470,11588,591,121,Lasse Nielsen,1,Malmö FF,16
5,89,Helsingborgs IF,3,True,2022-06-27T17:10:00Z,2,1,11,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,6,59,771,12419,864,93,Lasse Nielsen,1,Malmö FF,19
6,6,Kalmar FF,11,False,2022-04-03T15:30:00Z,0,1,1,90,0,1,1,0,0,0,0,0,0,0,1,1,0,2,3,1,14,11,65,0,3309,0,0,Eric Larsson,1,Malmö FF,10
6,16,IF Elfsborg,3,True,2022-04-11T17:10:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8,6,66,1237,5187,1283,46,Eric Larsson,1,Malmö FF,5
6,24,AIK,0,True,2022-04-17T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,516,5928,615,99,Eric Larsson,1,Malmö FF,12
6,32,IFK Värnamo,8,False,2022-04-21T17:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,18,12,66,-679,5314,123,802,Eric Larsson,1,Malmö FF,18
6,39,IFK Göteborg,0,True,2022-04-25T17:10:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,-53,5282,155,208,Eric Larsson,1,Malmö FF,4
6,46,Hammarby,1,False,2022-05-02T17:10:00Z,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,-775,4001,28,803,Eric Larsson,1,Malmö FF,2
6,51,Mjällby AIF,1,True,2022-05-07T15:30:00Z,2,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,65,-706,3758,25,731,Eric Larsson,1,Malmö FF,14
6,58,AIK,3,False,2022-05-11T17:00:00Z,2,0,7,90,0,0,0,2,0,0,0,0,0,0,1,1,0,2,3,0,12,8,65,-706,3758,25,731,Eric Larsson,1,Malmö FF,12
6,66,Djurgården,2,False,2022-05-16T17:10:00Z,4,0,8,90,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,19,12,65,-408,3451,9,417,Eric Larsson,1,Malmö FF,7
6,71,BK Häcken,0,True,2022-05-22T15:30:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,-238,3215,7,245,Eric Larsson,1,Malmö FF,6
6,75,Degerfors IF,7,False,2022-05-29T13:00:00Z,0,2,10,90,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,13,9,64,-207,3007,5,212,Eric Larsson,1,Malmö FF,16
6,89,Helsingborgs IF,0,True,2022-06-27T17:10:00Z,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,-87,2935,10,97,Eric Larsson,1,Malmö FF,19
7,6,Kalmar FF,0,False,2022-04-03T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1057,0,0,Felix Beijmo,1,Malmö FF,10
7,16,IF Elfsborg,3,True,2022-04-11T17:10:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,8,6,60,-93,1036,9,102,Felix Beijmo,1,Malmö FF,5
7,24,AIK,8,True,2022-04-17T13:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,12,9,60,-39,1005,6,45,Felix Beijmo,1,Malmö FF,12
7,32,IFK Värnamo,7,False,2022-04-21T17:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,13,7,60,78,1104,97,19,Felix Beijmo,1,Malmö FF,18
7,39,IFK Göteborg,7,True,2022-04-25T17:10:00Z,1,0,5,90,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,4,3,60,113,1227,140,27,Felix Beijmo,1,Malmö FF,4
7,46,Hammarby,7,False,2022-05-02T17:10:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,10,7,60,308,1478,354,46,Felix Beijmo,1,Malmö FF,2
7,51,Mjällby AIF,8,True,2022-05-07T15:30:00Z,2,0,7,90,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,8,3,60,2199,6207,2344,145,Felix Beijmo,1,Malmö FF,14
7,58,AIK,1,False,2022-05-11T17:00:00Z,2,0,7,90,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,2,60,2199,6207,2344,145,Felix Beijmo,1,Malmö FF,12
7,66,Djurgården,1,False,2022-05-16T17:10:00Z,4,0,8,90,0,0,0,4,0,0,1,0,0,0,1,1,0,1,3,0,10,7,61,787,4596,1003,216,Felix Beijmo,1,Malmö FF,7
7,71,BK Häcken,1,True,2022-05-22T15:30:00Z,1,2,9,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,61,446,5093,656,210,Felix Beijmo,1,Malmö FF,6
7,75,Degerfors IF,0,False,2022-05-29T13:00:00Z,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,-137,4969,110,247,Felix Beijmo,1,Malmö FF,16
7,89,Helsingborgs IF,2,True,2022-06-27T17:10:00Z,2,1,11,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,61,-278,4712,90,368,Felix Beijmo,1,Malmö FF,19
8,6,Kalmar FF,7,False,2022-04-03T15:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,9,65,0,1990,0,0,Martin Olsson,1,Malmö FF,10
8,16,IF Elfsborg,0,True,2022-04-11T17:10:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,226,2602,271,45,Martin Olsson,1,Malmö FF,5
8,24,AIK,10,True,2022-04-17T13:00:00Z,3,0,3,90,0,1,1,0,0,0,0,0,0,0,0,1,0,3,1,1,10,6,65,-289,2369,49,338,Martin Olsson,1,Malmö FF,12
8,32,IFK Värnamo,0,False,2022-04-21T17:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,603,3030,709,106,Martin Olsson,1,Malmö FF,18
8,39,IFK Göteborg,0,True,2022-04-25T17:10:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,-168,2837,69,237,Martin Olsson,1,Malmö FF,4
8,46,Hammarby,6,False,2022-05-02T17:10:00Z,0,0,6,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,65,-266,2353,33,299,Martin Olsson,1,Malmö FF,2
8,51,Mjällby AIF,1,True,2022-05-07T15:30:00Z,2,0,7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,65,65,3295,184,119,Martin Olsson,1,Malmö FF,14
8,58,AIK,0,False,2022-05-11T17:00:00Z,2,0,7,27,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,1,65,65,3295,184,119,Martin Olsson,1,Malmö FF,12
8,66,Djurgården,1,False,2022-05-16T17:10:00Z,4,0,8,90,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,8,5,65,-240,2423,8,248,Martin Olsson,1,Malmö FF,7
8,71,BK Häcken,0,True,2022-05-22T15:30:00Z,1,2,9,90,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,6,2,65,-158,2269,10,168,Martin Olsson,1,Malmö FF,6
8,75,Degerfors IF,1,False,2022-05-29T13:00:00Z,0,2,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,65,-93,2183,10,103,Martin Olsson,1,Malmö FF,16
8,89,Helsingborgs IF,3,True,2022-06-27T17:10:00Z,2,1,11,69,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,2,2,64,-81,2103,10,91,Martin Olsson,1,Malmö FF,19
9,6,Kalmar FF,1,False,2022-04-03T15:30:00Z,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,0,155,0,0,Matej Chalus,1,Malmö FF,10
9,16,IF Elfsborg,0,True,2022-04-11T17:10:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,-29,138,0,29,Matej Chalus,1,Malmö FF,5
9,24,AIK,0,True,2022-04-17T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,-17,126,1,18,Matej Chalus,1,Malmö FF,12
9,32,IFK Värnamo,0,False,2022-04-21T17:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,-19,108,0,19,Matej Chalus,1,Malmö FF,18
9,39,IFK Göteborg,1,True,2022-04-25T17:10:00Z,1,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,-10,99,0,10,Matej Chalus,1,Malmö FF,4
9,46,Hammarby,0,False,2022-05-02T17:10:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,-5,97,0,5,Matej Chalus,1,Malmö FF,2
9,51,Mjällby AIF,1,True,2022-05-07T15:30:00Z,2,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,63,-3,96,0,3,Matej Chalus,1,Malmö FF,14
9,58,AIK,3,False,2022-05-11T17:00:00Z,2,0,7,90,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,16,6,63,-3,96,0,3,Matej Chalus,1,Malmö FF,12
9,66,Djurgården,-1,False,2022-05-16T17:10:00Z,4,0,8,90,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,15,7,63,5,99,5,0,Matej Chalus,1,Malmö FF,7
9,71,BK Häcken,0,True,2022-05-22T15:30:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,-4,95,0,4,Matej Chalus,1,Malmö FF,6
9,75,Degerfors IF,1,False,2022-05-29T13:00:00Z,0,2,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,62,-1,94,0,1,Matej Chalus,1,Malmö FF,16
9,89,Helsingborgs IF,0,True,2022-06-27T17:10:00Z,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,94,0,0,Matej Chalus,1,Malmö FF,19
10,6,Kalmar FF,0,False,2022-04-03T15:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,25,0,0,Markus Björkqvist,1,Malmö FF,10
10,16,IF Elfsborg,0,True,2022-04-11T17:10:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-7,18,0,7,Markus Björkqvist,1,Malmö FF,5
10,24,AIK,0,True,2022-04-17T13:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,18,1,1,Markus Björkqvist,1,Malmö FF,12
10,32,IFK Värnamo,0,False,2022-04-21T17:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,18,1,1,Markus Björkqvist,1,Malmö FF,18
10,39,IFK Göteborg,0,True,2022-04-25T17:10:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-1,17,0,1,Markus Björkqvist,1,Malmö FF,4
10,46,Hammarby,0,False,2022-05-02T17:10:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,18,1,0,Markus Björkqvist,1,Malmö FF,2
10,51,Mjällby AIF,0,True,2022-05-07T15:30:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-1,16,0,1,Markus Björkqvist,1,Malmö FF,14
10,58,AIK,0,False,2022-05-11T17:00:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-1,16,0,1,Markus Björkqvist,1,Malmö FF,12
10,66,Djurgården,0,False,2022-05-16T17:10:00Z,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-2,15,0,2,Markus Björkqvist,1,Malmö FF,7
10,71,BK Häcken,0,True,2022-05-22T15:30:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,15,0,0,Markus Björkqvist,1,Malmö FF,6
10,75,Degerfors IF,0,False,2022-05-29T13:00:00Z,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,15,0,0,Markus Björkqvist,1,Malmö FF,16
10,89,Helsingborgs IF,0,True,2022-06-27T17:10:00Z,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,16,1,0,Markus Björkqvist,1,Malmö FF,19
11,6,Kalmar FF,1,False,2022-04-03T15:30:00Z,0,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,85,0,1946,0,0,Jo Inge Berget,1,Malmö FF,10
11,16,IF Elfsborg,6,True,2022-04-11T17:10:00Z,1,1,2,71,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,4,4,85,-105,1948,28,133,Jo Inge Berget,1,Malmö FF,5
11,24,AIK,3,True,2022-04-17T13:00:00Z,3,0,3,83,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,8,5,85,-88,1888,41,129,Jo Inge Berget,1,Malmö FF,12
11,32,IFK Värnamo,3,False,2022-04-21T17:00:00Z,0,0,4,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,85,-38,1876,94,132,Jo Inge Berget,1,Malmö FF,18
11,39,IFK Göteborg,4,True,2022-04-25T17:10:00Z,1,0,5,90,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,85,-1,1877,93,94,Jo Inge Berget,1,Malmö FF,4
11,46,Hammarby,1,False,2022-05-02T17:10:00Z,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,71,1878,169,98,Jo Inge Berget,1,Malmö FF,2
11,51,Mjällby AIF,0,True,2022-05-07T15:30:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,-368,1550,82,450,Jo Inge Berget,1,Malmö FF,14
11,58,AIK,1,False,2022-05-11T17:00:00Z,2,0,7,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,85,-368,1550,82,450,Jo Inge Berget,1,Malmö FF,12
11,66,Djurgården,1,False,2022-05-16T17:10:00Z,4,0,8,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,85,-121,1472,22,143,Jo Inge Berget,1,Malmö FF,7
11,71,BK Häcken,3,True,2022-05-22T15:30:00Z,1,2,9,72,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,1,85,-25,1453,53,78,Jo Inge Berget,1,Malmö FF,6
