,round,player_name,team_name,opponent_team_name,was_home,total_points
0,1,Lucas Kahed,IFK Göteborg,Örebro SK,False,0
1,2,Lucas Kahed,IFK Göteborg,AIK,True,0
2,3,Lucas Kahed,IFK Göteborg,Degerfors IF,True,0
3,4,Lucas Kahed,IFK Göteborg,Halmstads BK,False,0
4,5,Lucas Kahed,IFK Göteborg,BK Häcken,True,0
5,6,Lucas Kahed,IFK Göteborg,Kalmar FF,False,0
6,7,Lucas Kahed,IFK Göteborg,IK Sirius,True,0
7,8,Lucas Kahed,IFK Göteborg,Djurgården,False,0
8,9,Lucas Kahed,IFK Göteborg,IF Elfsborg,True,0
9,10,Lucas Kahed,IFK Göteborg,Östersunds FK,False,0
10,11,Lucas Kahed,IFK Göteborg,Mjällby AIF,True,0
11,12,Lucas Kahed,IFK Göteborg,Varbergs BoIS,False,0
12,13,Lucas Kahed,IFK Göteborg,IFK Norrköping,True,0
13,14,Lucas Kahed,IFK Göteborg,Hammarby,True,0
14,15,Lucas Kahed,IFK Göteborg,Malmö FF,False,0
15,16,Lucas Kahed,IFK Göteborg,Varbergs BoIS,True,0
0,1,Pontus Wernbloom,IFK Göteborg,Örebro SK,False,1
1,2,Pontus Wernbloom,IFK Göteborg,AIK,True,1
2,3,Pontus Wernbloom,IFK Göteborg,Degerfors IF,True,1
3,4,Pontus Wernbloom,IFK Göteborg,Halmstads BK,False,1
4,5,Pontus Wernbloom,IFK Göteborg,BK Häcken,True,0
5,6,Pontus Wernbloom,IFK Göteborg,Kalmar FF,False,0
6,7,Pontus Wernbloom,IFK Göteborg,IK Sirius,True,1
7,8,Pontus Wernbloom,IFK Göteborg,Djurgården,False,4
8,9,Pontus Wernbloom,IFK Göteborg,IF Elfsborg,True,0
9,10,Pontus Wernbloom,IFK Göteborg,Östersunds FK,False,0
10,11,Pontus Wernbloom,IFK Göteborg,Mjällby AIF,True,0
11,12,Pontus Wernbloom,IFK Göteborg,Varbergs BoIS,False,0
12,13,Pontus Wernbloom,IFK Göteborg,IFK Norrköping,True,0
13,14,Pontus Wernbloom,IFK Göteborg,Hammarby,True,0
14,15,Pontus Wernbloom,IFK Göteborg,Malmö FF,False,0
15,16,Pontus Wernbloom,IFK Göteborg,Varbergs BoIS,True,0
0,1,Patrik Karlsson-Lagemyr,IFK Göteborg,Örebro SK,False,0
1,2,Patrik Karlsson-Lagemyr,IFK Göteborg,AIK,True,0
2,3,Patrik Karlsson-Lagemyr,IFK Göteborg,Degerfors IF,True,0
3,4,Patrik Karlsson-Lagemyr,IFK Göteborg,Halmstads BK,False,0
4,5,Patrik Karlsson-Lagemyr,IFK Göteborg,BK Häcken,True,0
5,6,Patrik Karlsson-Lagemyr,IFK Göteborg,Kalmar FF,False,0
6,7,Patrik Karlsson-Lagemyr,IFK Göteborg,IK Sirius,True,0
7,8,Patrik Karlsson-Lagemyr,IFK Göteborg,Djurgården,False,0
8,9,Patrik Karlsson-Lagemyr,IFK Göteborg,IF Elfsborg,True,0
9,10,Patrik Karlsson-Lagemyr,IFK Göteborg,Östersunds FK,False,0
10,11,Patrik Karlsson-Lagemyr,IFK Göteborg,Mjällby AIF,True,0
11,12,Patrik Karlsson-Lagemyr,IFK Göteborg,Varbergs BoIS,False,0
12,13,Patrik Karlsson-Lagemyr,IFK Göteborg,IFK Norrköping,True,0
13,14,Patrik Karlsson-Lagemyr,IFK Göteborg,Hammarby,True,0
14,15,Patrik Karlsson-Lagemyr,IFK Göteborg,Malmö FF,False,0
15,16,Patrik Karlsson-Lagemyr,IFK Göteborg,Varbergs BoIS,True,0
0,1,Simon Thern,IFK Göteborg,Örebro SK,False,3
1,2,Simon Thern,IFK Göteborg,AIK,True,8
2,3,Simon Thern,IFK Göteborg,Degerfors IF,True,0
3,4,Simon Thern,IFK Göteborg,Halmstads BK,False,1
4,5,Simon Thern,IFK Göteborg,BK Häcken,True,2
5,6,Simon Thern,IFK Göteborg,Kalmar FF,False,3
6,7,Simon Thern,IFK Göteborg,IK Sirius,True,3
7,8,Simon Thern,IFK Göteborg,Djurgården,False,0
8,9,Simon Thern,IFK Göteborg,IF Elfsborg,True,0
9,10,Simon Thern,IFK Göteborg,Östersunds FK,False,0
10,11,Simon Thern,IFK Göteborg,Mjällby AIF,True,0
11,12,Simon Thern,IFK Göteborg,Varbergs BoIS,False,0
12,13,Simon Thern,IFK Göteborg,IFK Norrköping,True,0
13,14,Simon Thern,IFK Göteborg,Hammarby,True,1
14,15,Simon Thern,IFK Göteborg,Malmö FF,False,0
15,16,Simon Thern,IFK Göteborg,Varbergs BoIS,True,0
0,1,Marek Hamsik,IFK Göteborg,Örebro SK,False,0
1,2,Marek Hamsik,IFK Göteborg,AIK,True,1
2,3,Marek Hamsik,IFK Göteborg,Degerfors IF,True,3
3,4,Marek Hamsik,IFK Göteborg,Halmstads BK,False,4
4,5,Marek Hamsik,IFK Göteborg,BK Häcken,True,3
5,6,Marek Hamsik,IFK Göteborg,Kalmar FF,False,4
6,7,Marek Hamsik,IFK Göteborg,IK Sirius,True,8
7,8,Marek Hamsik,IFK Göteborg,Djurgården,False,0
8,9,Marek Hamsik,IFK Göteborg,IF Elfsborg,True,0
9,10,Marek Hamsik,IFK Göteborg,Östersunds FK,False,0
10,11,Marek Hamsik,IFK Göteborg,Mjällby AIF,True,0
11,12,Marek Hamsik,IFK Göteborg,Varbergs BoIS,False,0
12,13,Marek Hamsik,IFK Göteborg,IFK Norrköping,True,0
13,14,Marek Hamsik,IFK Göteborg,Hammarby,True,0
14,15,Marek Hamsik,IFK Göteborg,Malmö FF,False,0
15,16,Marek Hamsik,IFK Göteborg,Varbergs BoIS,True,0
0,1,Kolbeinn Sigthorsson,IFK Göteborg,Örebro SK,False,1
1,2,Kolbeinn Sigthorsson,IFK Göteborg,AIK,True,11
2,3,Kolbeinn Sigthorsson,IFK Göteborg,Degerfors IF,True,2
3,4,Kolbeinn Sigthorsson,IFK Göteborg,Halmstads BK,False,2
4,5,Kolbeinn Sigthorsson,IFK Göteborg,BK Häcken,True,5
5,6,Kolbeinn Sigthorsson,IFK Göteborg,Kalmar FF,False,2
6,7,Kolbeinn Sigthorsson,IFK Göteborg,IK Sirius,True,2
7,8,Kolbeinn Sigthorsson,IFK Göteborg,Djurgården,False,2
8,9,Kolbeinn Sigthorsson,IFK Göteborg,IF Elfsborg,True,2
9,10,Kolbeinn Sigthorsson,IFK Göteborg,Östersunds FK,False,6
10,11,Kolbeinn Sigthorsson,IFK Göteborg,Mjällby AIF,True,14
11,12,Kolbeinn Sigthorsson,IFK Göteborg,Varbergs BoIS,False,2
12,13,Kolbeinn Sigthorsson,IFK Göteborg,IFK Norrköping,True,2
13,14,Kolbeinn Sigthorsson,IFK Göteborg,Hammarby,True,2
14,15,Kolbeinn Sigthorsson,IFK Göteborg,Malmö FF,False,5
15,16,Kolbeinn Sigthorsson,IFK Göteborg,Varbergs BoIS,True,0
0,1,Oscar Vilhelmsson,IFK Göteborg,Örebro SK,False,0
1,2,Oscar Vilhelmsson,IFK Göteborg,AIK,True,0
2,3,Oscar Vilhelmsson,IFK Göteborg,Degerfors IF,True,0
3,4,Oscar Vilhelmsson,IFK Göteborg,Halmstads BK,False,0
4,5,Oscar Vilhelmsson,IFK Göteborg,BK Häcken,True,0
5,6,Oscar Vilhelmsson,IFK Göteborg,Kalmar FF,False,0
6,7,Oscar Vilhelmsson,IFK Göteborg,IK Sirius,True,0
7,8,Oscar Vilhelmsson,IFK Göteborg,Djurgården,False,0
8,9,Oscar Vilhelmsson,IFK Göteborg,IF Elfsborg,True,1
9,10,Oscar Vilhelmsson,IFK Göteborg,Östersunds FK,False,1
10,11,Oscar Vilhelmsson,IFK Göteborg,Mjällby AIF,True,0
11,12,Oscar Vilhelmsson,IFK Göteborg,Varbergs BoIS,False,0
12,13,Oscar Vilhelmsson,IFK Göteborg,IFK Norrköping,True,1
13,14,Oscar Vilhelmsson,IFK Göteborg,Hammarby,True,0
14,15,Oscar Vilhelmsson,IFK Göteborg,Malmö FF,False,0
15,16,Oscar Vilhelmsson,IFK Göteborg,Varbergs BoIS,True,0
0,1,Robin Söder,IFK Göteborg,Örebro SK,False,1
1,2,Robin Söder,IFK Göteborg,AIK,True,0
2,3,Robin Söder,IFK Göteborg,Degerfors IF,True,0
3,4,Robin Söder,IFK Göteborg,Halmstads BK,False,0
4,5,Robin Söder,IFK Göteborg,BK Häcken,True,0
5,6,Robin Söder,IFK Göteborg,Kalmar FF,False,0
6,7,Robin Söder,IFK Göteborg,IK Sirius,True,0
7,8,Robin Söder,IFK Göteborg,Djurgården,False,0
8,9,Robin Söder,IFK Göteborg,IF Elfsborg,True,1
9,10,Robin Söder,IFK Göteborg,Östersunds FK,False,6
10,11,Robin Söder,IFK Göteborg,Mjällby AIF,True,1
11,12,Robin Söder,IFK Göteborg,Varbergs BoIS,False,1
12,13,Robin Söder,IFK Göteborg,IFK Norrköping,True,0
13,14,Robin Söder,IFK Göteborg,Hammarby,True,1
14,15,Robin Söder,IFK Göteborg,Malmö FF,False,1
15,16,Robin Söder,IFK Göteborg,Varbergs BoIS,True,0
0,1,Mathias Dyngeland,IF Elfsborg,Djurgården,True,0
1,2,Mathias Dyngeland,IF Elfsborg,Varbergs BoIS,False,0
2,3,Mathias Dyngeland,IF Elfsborg,Mjällby AIF,True,0
3,4,Mathias Dyngeland,IF Elfsborg,AIK,False,0
4,5,Mathias Dyngeland,IF Elfsborg,Kalmar FF,True,0
5,6,Mathias Dyngeland,IF Elfsborg,IK Sirius,False,0
6,7,Mathias Dyngeland,IF Elfsborg,Halmstads BK,True,0
7,7,Mathias Dyngeland,IF Elfsborg,Malmö FF,False,0
8,8,Mathias Dyngeland,IF Elfsborg,IFK Norrköping,True,0
9,9,Mathias Dyngeland,IF Elfsborg,IFK Göteborg,False,0
10,10,Mathias Dyngeland,IF Elfsborg,Örebro SK,True,0
11,11,Mathias Dyngeland,IF Elfsborg,Östersunds FK,True,0
12,12,Mathias Dyngeland,IF Elfsborg,BK Häcken,False,0
13,14,Mathias Dyngeland,IF Elfsborg,Degerfors IF,True,0
14,15,Mathias Dyngeland,IF Elfsborg,Hammarby,False,0
15,16,Mathias Dyngeland,IF Elfsborg,Hammarby,True,0
0,1,Tim Rönning,IF Elfsborg,Djurgården,True,2
1,2,Tim Rönning,IF Elfsborg,Varbergs BoIS,False,2
2,3,Tim Rönning,IF Elfsborg,Mjällby AIF,True,9
3,4,Tim Rönning,IF Elfsborg,AIK,False,4
4,5,Tim Rönning,IF Elfsborg,Kalmar FF,True,2
5,6,Tim Rönning,IF Elfsborg,IK Sirius,False,7
6,7,Tim Rönning,IF Elfsborg,Halmstads BK,True,4
7,7,Tim Rönning,IF Elfsborg,Malmö FF,False,3
8,8,Tim Rönning,IF Elfsborg,IFK Norrköping,True,8
9,9,Tim Rönning,IF Elfsborg,IFK Göteborg,False,13
10,10,Tim Rönning,IF Elfsborg,Örebro SK,True,3
11,11,Tim Rönning,IF Elfsborg,Östersunds FK,True,6
12,12,Tim Rönning,IF Elfsborg,BK Häcken,False,3
13,14,Tim Rönning,IF Elfsborg,Degerfors IF,True,7
14,15,Tim Rönning,IF Elfsborg,Hammarby,False,9
15,16,Tim Rönning,IF Elfsborg,Hammarby,True,3
0,1,Joseph Okumu,IF Elfsborg,Djurgården,True,2
1,2,Joseph Okumu,IF Elfsborg,Varbergs BoIS,False,3
2,3,Joseph Okumu,IF Elfsborg,Mjällby AIF,True,8
3,4,Joseph Okumu,IF Elfsborg,AIK,False,3
4,5,Joseph Okumu,IF Elfsborg,Kalmar FF,True,0
5,6,Joseph Okumu,IF Elfsborg,IK Sirius,False,0
6,7,Joseph Okumu,IF Elfsborg,Halmstads BK,True,1
7,7,Joseph Okumu,IF Elfsborg,Malmö FF,False,3
8,8,Joseph Okumu,IF Elfsborg,IFK Norrköping,True,8
9,9,Joseph Okumu,IF Elfsborg,IFK Göteborg,False,0
10,10,Joseph Okumu,IF Elfsborg,Örebro SK,True,0
11,11,Joseph Okumu,IF Elfsborg,Östersunds FK,True,0
12,12,Joseph Okumu,IF Elfsborg,BK Häcken,False,0
13,14,Joseph Okumu,IF Elfsborg,Degerfors IF,True,0
14,15,Joseph Okumu,IF Elfsborg,Hammarby,False,0
15,16,Joseph Okumu,IF Elfsborg,Hammarby,True,0
0,1,Johan Larsson,IF Elfsborg,Djurgården,True,3
1,2,Johan Larsson,IF Elfsborg,Varbergs BoIS,False,6
2,3,Johan Larsson,IF Elfsborg,Mjällby AIF,True,10
3,4,Johan Larsson,IF Elfsborg,AIK,False,6
4,5,Johan Larsson,IF Elfsborg,Kalmar FF,True,0
5,6,Johan Larsson,IF Elfsborg,IK Sirius,False,6
6,7,Johan Larsson,IF Elfsborg,Halmstads BK,True,7
7,7,Johan Larsson,IF Elfsborg,Malmö FF,False,3
8,8,Johan Larsson,IF Elfsborg,IFK Norrköping,True,7
9,9,Johan Larsson,IF Elfsborg,IFK Göteborg,False,12
10,10,Johan Larsson,IF Elfsborg,Örebro SK,True,3
11,11,Johan Larsson,IF Elfsborg,Östersunds FK,True,0
12,12,Johan Larsson,IF Elfsborg,BK Häcken,False,0
13,14,Johan Larsson,IF Elfsborg,Degerfors IF,True,0
14,15,Johan Larsson,IF Elfsborg,Hammarby,False,8
15,16,Johan Larsson,IF Elfsborg,Hammarby,True,1
0,1,Leo Väisänen,IF Elfsborg,Djurgården,True,0
1,2,Leo Väisänen,IF Elfsborg,Varbergs BoIS,False,0
2,3,Leo Väisänen,IF Elfsborg,Mjällby AIF,True,0
3,4,Leo Väisänen,IF Elfsborg,AIK,False,0
4,5,Leo Väisänen,IF Elfsborg,Kalmar FF,True,9
5,6,Leo Väisänen,IF Elfsborg,IK Sirius,False,0
6,7,Leo Väisänen,IF Elfsborg,Halmstads BK,True,1
7,7,Leo Väisänen,IF Elfsborg,Malmö FF,False,2
8,8,Leo Väisänen,IF Elfsborg,IFK Norrköping,True,0
9,9,Leo Väisänen,IF Elfsborg,IFK Göteborg,False,6
10,10,Leo Väisänen,IF Elfsborg,Örebro SK,True,2
11,11,Leo Väisänen,IF Elfsborg,Östersunds FK,True,11
12,12,Leo Väisänen,IF Elfsborg,BK Häcken,False,1
13,14,Leo Väisänen,IF Elfsborg,Degerfors IF,True,13
14,15,Leo Väisänen,IF Elfsborg,Hammarby,False,7
15,16,Leo Väisänen,IF Elfsborg,Hammarby,True,1
0,1,Gustav Broman,IF Elfsborg,Djurgården,True,0
1,2,Gustav Broman,IF Elfsborg,Varbergs BoIS,False,0
2,3,Gustav Broman,IF Elfsborg,Mjällby AIF,True,0
3,4,Gustav Broman,IF Elfsborg,AIK,False,0
4,5,Gustav Broman,IF Elfsborg,Kalmar FF,True,0
5,6,Gustav Broman,IF Elfsborg,IK Sirius,False,0
6,7,Gustav Broman,IF Elfsborg,Halmstads BK,True,0
7,7,Gustav Broman,IF Elfsborg,Malmö FF,False,0
8,8,Gustav Broman,IF Elfsborg,IFK Norrköping,True,0
9,9,Gustav Broman,IF Elfsborg,IFK Göteborg,False,0
10,10,Gustav Broman,IF Elfsborg,Örebro SK,True,0
11,11,Gustav Broman,IF Elfsborg,Östersunds FK,True,0
12,12,Gustav Broman,IF Elfsborg,BK Häcken,False,0
13,14,Gustav Broman,IF Elfsborg,Degerfors IF,True,0
14,15,Gustav Broman,IF Elfsborg,Hammarby,False,0
15,16,Gustav Broman,IF Elfsborg,Hammarby,True,0
0,1,Frederik Holst,IF Elfsborg,Djurgården,True,0
1,2,Frederik Holst,IF Elfsborg,Varbergs BoIS,False,2
2,3,Frederik Holst,IF Elfsborg,Mjällby AIF,True,6
3,4,Frederik Holst,IF Elfsborg,AIK,False,4
4,5,Frederik Holst,IF Elfsborg,Kalmar FF,True,4
5,6,Frederik Holst,IF Elfsborg,IK Sirius,False,0
6,7,Frederik Holst,IF Elfsborg,Halmstads BK,True,0
7,7,Frederik Holst,IF Elfsborg,Malmö FF,False,1
8,8,Frederik Holst,IF Elfsborg,IFK Norrköping,True,7
9,9,Frederik Holst,IF Elfsborg,IFK Göteborg,False,6
10,10,Frederik Holst,IF Elfsborg,Örebro SK,True,8
11,11,Frederik Holst,IF Elfsborg,Östersunds FK,True,10
12,12,Frederik Holst,IF Elfsborg,BK Häcken,False,3
13,14,Frederik Holst,IF Elfsborg,Degerfors IF,True,6
14,15,Frederik Holst,IF Elfsborg,Hammarby,False,11
15,16,Frederik Holst,IF Elfsborg,Hammarby,True,6
0,1,Christopher McVey,IF Elfsborg,Djurgården,True,1
1,2,Christopher McVey,IF Elfsborg,Varbergs BoIS,False,0
2,3,Christopher McVey,IF Elfsborg,Mjällby AIF,True,0
3,4,Christopher McVey,IF Elfsborg,AIK,False,1
4,5,Christopher McVey,IF Elfsborg,Kalmar FF,True,0
5,6,Christopher McVey,IF Elfsborg,IK Sirius,False,7
6,7,Christopher McVey,IF Elfsborg,Halmstads BK,True,1
7,7,Christopher McVey,IF Elfsborg,Malmö FF,False,0
8,8,Christopher McVey,IF Elfsborg,IFK Norrköping,True,6
9,9,Christopher McVey,IF Elfsborg,IFK Göteborg,False,1
10,10,Christopher McVey,IF Elfsborg,Örebro SK,True,1
11,11,Christopher McVey,IF Elfsborg,Östersunds FK,True,6
12,12,Christopher McVey,IF Elfsborg,BK Häcken,False,2
13,14,Christopher McVey,IF Elfsborg,Degerfors IF,True,8
14,15,Christopher McVey,IF Elfsborg,Hammarby,False,7
15,16,Christopher McVey,IF Elfsborg,Hammarby,True,2
0,1,Simon Strand,IF Elfsborg,Djurgården,True,3
1,2,Simon Strand,IF Elfsborg,Varbergs BoIS,False,4
2,3,Simon Strand,IF Elfsborg,Mjällby AIF,True,8
3,4,Simon Strand,IF Elfsborg,AIK,False,5
4,5,Simon Strand,IF Elfsborg,Kalmar FF,True,3
5,6,Simon Strand,IF Elfsborg,IK Sirius,False,7
6,7,Simon Strand,IF Elfsborg,Halmstads BK,True,2
7,7,Simon Strand,IF Elfsborg,Malmö FF,False,7
8,8,Simon Strand,IF Elfsborg,IFK Norrköping,True,7
9,9,Simon Strand,IF Elfsborg,IFK Göteborg,False,8
10,10,Simon Strand,IF Elfsborg,Örebro SK,True,3
11,11,Simon Strand,IF Elfsborg,Östersunds FK,True,7
12,12,Simon Strand,IF Elfsborg,BK Häcken,False,3
13,14,Simon Strand,IF Elfsborg,Degerfors IF,True,9
14,15,Simon Strand,IF Elfsborg,Hammarby,False,6
15,16,Simon Strand,IF Elfsborg,Hammarby,True,2
0,1,Oliver Zandén,IF Elfsborg,Djurgården,True,0
1,2,Oliver Zandén,IF Elfsborg,Varbergs BoIS,False,0
2,3,Oliver Zandén,IF Elfsborg,Mjällby AIF,True,0
3,4,Oliver Zandén,IF Elfsborg,AIK,False,0
4,5,Oliver Zandén,IF Elfsborg,Kalmar FF,True,0
5,6,Oliver Zandén,IF Elfsborg,IK Sirius,False,0
6,7,Oliver Zandén,IF Elfsborg,Halmstads BK,True,0
7,7,Oliver Zandén,IF Elfsborg,Malmö FF,False,0
8,8,Oliver Zandén,IF Elfsborg,IFK Norrköping,True,0
9,9,Oliver Zandén,IF Elfsborg,IFK Göteborg,False,0
10,10,Oliver Zandén,IF Elfsborg,Örebro SK,True,0
11,11,Oliver Zandén,IF Elfsborg,Östersunds FK,True,0
12,12,Oliver Zandén,IF Elfsborg,BK Häcken,False,0
13,14,Oliver Zandén,IF Elfsborg,Degerfors IF,True,0
14,15,Oliver Zandén,IF Elfsborg,Hammarby,False,0
15,16,Oliver Zandén,IF Elfsborg,Hammarby,True,0
0,1,Maudo Jarjue,IF Elfsborg,Djurgården,True,2
1,2,Maudo Jarjue,IF Elfsborg,Varbergs BoIS,False,9
2,3,Maudo Jarjue,IF Elfsborg,Mjällby AIF,True,8
3,4,Maudo Jarjue,IF Elfsborg,AIK,False,3
4,5,Maudo Jarjue,IF Elfsborg,Kalmar FF,True,2
5,6,Maudo Jarjue,IF Elfsborg,IK Sirius,False,7
6,7,Maudo Jarjue,IF Elfsborg,Halmstads BK,True,0
7,7,Maudo Jarjue,IF Elfsborg,Malmö FF,False,0
8,8,Maudo Jarjue,IF Elfsborg,IFK Norrköping,True,0
9,9,Maudo Jarjue,IF Elfsborg,IFK Göteborg,False,6
10,10,Maudo Jarjue,IF Elfsborg,Örebro SK,True,3
11,11,Maudo Jarjue,IF Elfsborg,Östersunds FK,True,10
12,12,Maudo Jarjue,IF Elfsborg,BK Häcken,False,2
13,14,Maudo Jarjue,IF Elfsborg,Degerfors IF,True,8
14,15,Maudo Jarjue,IF Elfsborg,Hammarby,False,1
15,16,Maudo Jarjue,IF Elfsborg,Hammarby,True,0
0,1,Ahmed Qasem,IF Elfsborg,Djurgården,True,0
1,2,Ahmed Qasem,IF Elfsborg,Varbergs BoIS,False,0
2,3,Ahmed Qasem,IF Elfsborg,Mjällby AIF,True,0
3,4,Ahmed Qasem,IF Elfsborg,AIK,False,1
4,5,Ahmed Qasem,IF Elfsborg,Kalmar FF,True,0
5,6,Ahmed Qasem,IF Elfsborg,IK Sirius,False,5
6,7,Ahmed Qasem,IF Elfsborg,Halmstads BK,True,0
7,7,Ahmed Qasem,IF Elfsborg,Malmö FF,False,1
8,8,Ahmed Qasem,IF Elfsborg,IFK Norrköping,True,1
9,9,Ahmed Qasem,IF Elfsborg,IFK Göteborg,False,0
10,10,Ahmed Qasem,IF Elfsborg,Örebro SK,True,0
11,11,Ahmed Qasem,IF Elfsborg,Östersunds FK,True,0
12,12,Ahmed Qasem,IF Elfsborg,BK Häcken,False,0
13,14,Ahmed Qasem,IF Elfsborg,Degerfors IF,True,3
14,15,Ahmed Qasem,IF Elfsborg,Hammarby,False,0
15,16,Ahmed Qasem,IF Elfsborg,Hammarby,True,0
0,1,André Römer,IF Elfsborg,Djurgården,True,2
1,2,André Römer,IF Elfsborg,Varbergs BoIS,False,2
2,3,André Römer,IF Elfsborg,Mjällby AIF,True,3
3,4,André Römer,IF Elfsborg,AIK,False,0
4,5,André Römer,IF Elfsborg,Kalmar FF,True,7
5,6,André Römer,IF Elfsborg,IK Sirius,False,5
6,7,André Römer,IF Elfsborg,Halmstads BK,True,3
7,7,André Römer,IF Elfsborg,Malmö FF,False,3
8,8,André Römer,IF Elfsborg,IFK Norrköping,True,4
9,9,André Römer,IF Elfsborg,IFK Göteborg,False,7
10,10,André Römer,IF Elfsborg,Örebro SK,True,9
11,11,André Römer,IF Elfsborg,Östersunds FK,True,3
12,12,André Römer,IF Elfsborg,BK Häcken,False,2
13,14,André Römer,IF Elfsborg,Degerfors IF,True,5
14,15,André Römer,IF Elfsborg,Hammarby,False,4
15,16,André Römer,IF Elfsborg,Hammarby,True,2
0,1,Robert Gojani,IF Elfsborg,Djurgården,True,2
1,2,Robert Gojani,IF Elfsborg,Varbergs BoIS,False,0
2,3,Robert Gojani,IF Elfsborg,Mjällby AIF,True,3
3,4,Robert Gojani,IF Elfsborg,AIK,False,2
4,5,Robert Gojani,IF Elfsborg,Kalmar FF,True,4
5,6,Robert Gojani,IF Elfsborg,IK Sirius,False,3
6,7,Robert Gojani,IF Elfsborg,Halmstads BK,True,2
7,7,Robert Gojani,IF Elfsborg,Malmö FF,False,2
8,8,Robert Gojani,IF Elfsborg,IFK Norrköping,True,3
9,9,Robert Gojani,IF Elfsborg,IFK Göteborg,False,3
10,10,Robert Gojani,IF Elfsborg,Örebro SK,True,3
11,11,Robert Gojani,IF Elfsborg,Östersunds FK,True,11
12,12,Robert Gojani,IF Elfsborg,BK Häcken,False,0
13,14,Robert Gojani,IF Elfsborg,Degerfors IF,True,1
14,15,Robert Gojani,IF Elfsborg,Hammarby,False,1
15,16,Robert Gojani,IF Elfsborg,Hammarby,True,8
0,1,Alexander Bernhardsson,IF Elfsborg,Djurgården,True,0
1,2,Alexander Bernhardsson,IF Elfsborg,Varbergs BoIS,False,0
2,3,Alexander Bernhardsson,IF Elfsborg,Mjällby AIF,True,0
3,4,Alexander Bernhardsson,IF Elfsborg,AIK,False,0
4,5,Alexander Bernhardsson,IF Elfsborg,Kalmar FF,True,0
5,6,Alexander Bernhardsson,IF Elfsborg,IK Sirius,False,6
6,7,Alexander Bernhardsson,IF Elfsborg,Halmstads BK,True,1
7,7,Alexander Bernhardsson,IF Elfsborg,Malmö FF,False,1
8,8,Alexander Bernhardsson,IF Elfsborg,IFK Norrköping,True,1
9,9,Alexander Bernhardsson,IF Elfsborg,IFK Göteborg,False,1
10,10,Alexander Bernhardsson,IF Elfsborg,Örebro SK,True,1
11,11,Alexander Bernhardsson,IF Elfsborg,Östersunds FK,True,1
12,12,Alexander Bernhardsson,IF Elfsborg,BK Häcken,False,1
13,14,Alexander Bernhardsson,IF Elfsborg,Degerfors IF,True,4
14,15,Alexander Bernhardsson,IF Elfsborg,Hammarby,False,6
15,16,Alexander Bernhardsson,IF Elfsborg,Hammarby,True,8
0,1,Rasmus Alm,IF Elfsborg,Djurgården,True,3
1,2,Rasmus Alm,IF Elfsborg,Varbergs BoIS,False,8
2,3,Rasmus Alm,IF Elfsborg,Mjällby AIF,True,3
3,4,Rasmus Alm,IF Elfsborg,AIK,False,1
4,5,Rasmus Alm,IF Elfsborg,Kalmar FF,True,0
5,6,Rasmus Alm,IF Elfsborg,IK Sirius,False,0
6,7,Rasmus Alm,IF Elfsborg,Halmstads BK,True,0
7,7,Rasmus Alm,IF Elfsborg,Malmö FF,False,0
8,8,Rasmus Alm,IF Elfsborg,IFK Norrköping,True,0
9,9,Rasmus Alm,IF Elfsborg,IFK Göteborg,False,2
10,10,Rasmus Alm,IF Elfsborg,Örebro SK,True,6
11,11,Rasmus Alm,IF Elfsborg,Östersunds FK,True,3
12,12,Rasmus Alm,IF Elfsborg,BK Häcken,False,5
13,14,Rasmus Alm,IF Elfsborg,Degerfors IF,True,0
14,15,Rasmus Alm,IF Elfsborg,Hammarby,False,6
15,16,Rasmus Alm,IF Elfsborg,Hammarby,True,2
0,1,Simon Olsson,IF Elfsborg,Djurgården,True,0
1,2,Simon Olsson,IF Elfsborg,Varbergs BoIS,False,1
2,3,Simon Olsson,IF Elfsborg,Mjällby AIF,True,1
3,4,Simon Olsson,IF Elfsborg,AIK,False,2
4,5,Simon Olsson,IF Elfsborg,Kalmar FF,True,0
5,6,Simon Olsson,IF Elfsborg,IK Sirius,False,0
6,7,Simon Olsson,IF Elfsborg,Halmstads BK,True,0
7,7,Simon Olsson,IF Elfsborg,Malmö FF,False,0
8,8,Simon Olsson,IF Elfsborg,IFK Norrköping,True,0
9,9,Simon Olsson,IF Elfsborg,IFK Göteborg,False,0
10,10,Simon Olsson,IF Elfsborg,Örebro SK,True,0
11,11,Simon Olsson,IF Elfsborg,Östersunds FK,True,0
12,12,Simon Olsson,IF Elfsborg,BK Häcken,False,0
13,14,Simon Olsson,IF Elfsborg,Degerfors IF,True,1
14,15,Simon Olsson,IF Elfsborg,Hammarby,False,1
15,16,Simon Olsson,IF Elfsborg,Hammarby,True,0
0,1,Jacob Ondrejka,IF Elfsborg,Djurgården,True,0
1,2,Jacob Ondrejka,IF Elfsborg,Varbergs BoIS,False,1
2,3,Jacob Ondrejka,IF Elfsborg,Mjällby AIF,True,1
3,4,Jacob Ondrejka,IF Elfsborg,AIK,False,2
4,5,Jacob Ondrejka,IF Elfsborg,Kalmar FF,True,1
5,6,Jacob Ondrejka,IF Elfsborg,IK Sirius,False,3
6,7,Jacob Ondrejka,IF Elfsborg,Halmstads BK,True,5
7,7,Jacob Ondrejka,IF Elfsborg,Malmö FF,False,2
8,8,Jacob Ondrejka,IF Elfsborg,IFK Norrköping,True,1
9,9,Jacob Ondrejka,IF Elfsborg,IFK Göteborg,False,0
10,10,Jacob Ondrejka,IF Elfsborg,Örebro SK,True,1
