,round,player_name,team_name,opponent_team_name,was_home,total_points
13,14,Erik Israelsson,Kalmar FF,IFK Norrköping,False,0
14,15,Erik Israelsson,Kalmar FF,Halmstads BK,True,0
15,16,Erik Israelsson,Kalmar FF,Östersunds FK,False,0
0,1,Victor Backman,Kalmar FF,Östersunds FK,True,0
1,2,Victor Backman,Kalmar FF,Degerfors IF,False,1
2,3,Victor Backman,Kalmar FF,Örebro SK,True,0
3,4,Victor Backman,Kalmar FF,IK Sirius,False,0
4,5,Victor Backman,Kalmar FF,IF Elfsborg,False,0
5,6,Victor Backman,Kalmar FF,IFK Göteborg,True,0
6,7,Victor Backman,Kalmar FF,Malmö FF,False,0
7,8,Victor Backman,Kalmar FF,Hammarby,True,0
8,9,Victor Backman,Kalmar FF,Varbergs BoIS,False,0
9,10,Victor Backman,Kalmar FF,BK Häcken,True,0
10,11,Victor Backman,Kalmar FF,AIK,False,0
11,12,Victor Backman,Kalmar FF,Djurgården,True,0
12,13,Victor Backman,Kalmar FF,Mjällby AIF,True,0
13,14,Victor Backman,Kalmar FF,IFK Norrköping,False,1
14,15,Victor Backman,Kalmar FF,Halmstads BK,True,0
15,16,Victor Backman,Kalmar FF,Östersunds FK,False,0
0,1,Carl Gustafsson,Kalmar FF,Östersunds FK,True,3
1,2,Carl Gustafsson,Kalmar FF,Degerfors IF,False,5
2,3,Carl Gustafsson,Kalmar FF,Örebro SK,True,3
3,4,Carl Gustafsson,Kalmar FF,IK Sirius,False,2
4,5,Carl Gustafsson,Kalmar FF,IF Elfsborg,False,3
5,6,Carl Gustafsson,Kalmar FF,IFK Göteborg,True,4
6,7,Carl Gustafsson,Kalmar FF,Malmö FF,False,2
7,8,Carl Gustafsson,Kalmar FF,Hammarby,True,3
8,9,Carl Gustafsson,Kalmar FF,Varbergs BoIS,False,3
9,10,Carl Gustafsson,Kalmar FF,BK Häcken,True,8
10,11,Carl Gustafsson,Kalmar FF,AIK,False,4
11,12,Carl Gustafsson,Kalmar FF,Djurgården,True,2
12,13,Carl Gustafsson,Kalmar FF,Mjällby AIF,True,4
13,14,Carl Gustafsson,Kalmar FF,IFK Norrköping,False,3
14,15,Carl Gustafsson,Kalmar FF,Halmstads BK,True,3
15,16,Carl Gustafsson,Kalmar FF,Östersunds FK,False,0
0,1,Johan Arvidsson,Kalmar FF,Östersunds FK,True,0
1,2,Johan Arvidsson,Kalmar FF,Degerfors IF,False,0
2,3,Johan Arvidsson,Kalmar FF,Örebro SK,True,0
3,4,Johan Arvidsson,Kalmar FF,IK Sirius,False,0
4,5,Johan Arvidsson,Kalmar FF,IF Elfsborg,False,0
5,6,Johan Arvidsson,Kalmar FF,IFK Göteborg,True,0
6,7,Johan Arvidsson,Kalmar FF,Malmö FF,False,0
7,8,Johan Arvidsson,Kalmar FF,Hammarby,True,0
8,9,Johan Arvidsson,Kalmar FF,Varbergs BoIS,False,0
9,10,Johan Arvidsson,Kalmar FF,BK Häcken,True,0
10,11,Johan Arvidsson,Kalmar FF,AIK,False,0
11,12,Johan Arvidsson,Kalmar FF,Djurgården,True,0
12,13,Johan Arvidsson,Kalmar FF,Mjällby AIF,True,0
13,14,Johan Arvidsson,Kalmar FF,IFK Norrköping,False,0
14,15,Johan Arvidsson,Kalmar FF,Halmstads BK,True,0
15,16,Johan Arvidsson,Kalmar FF,Östersunds FK,False,0
0,1,Romario Pereira Sipião,Kalmar FF,Östersunds FK,True,4
1,2,Romario Pereira Sipião,Kalmar FF,Degerfors IF,False,4
2,3,Romario Pereira Sipião,Kalmar FF,Örebro SK,True,4
3,4,Romario Pereira Sipião,Kalmar FF,IK Sirius,False,4
4,5,Romario Pereira Sipião,Kalmar FF,IF Elfsborg,False,3
5,6,Romario Pereira Sipião,Kalmar FF,IFK Göteborg,True,3
6,7,Romario Pereira Sipião,Kalmar FF,Malmö FF,False,3
7,8,Romario Pereira Sipião,Kalmar FF,Hammarby,True,7
8,9,Romario Pereira Sipião,Kalmar FF,Varbergs BoIS,False,2
9,10,Romario Pereira Sipião,Kalmar FF,BK Häcken,True,3
10,11,Romario Pereira Sipião,Kalmar FF,AIK,False,4
11,12,Romario Pereira Sipião,Kalmar FF,Djurgården,True,3
12,13,Romario Pereira Sipião,Kalmar FF,Mjällby AIF,True,4
13,14,Romario Pereira Sipião,Kalmar FF,IFK Norrköping,False,3
14,15,Romario Pereira Sipião,Kalmar FF,Halmstads BK,True,3
15,16,Romario Pereira Sipião,Kalmar FF,Östersunds FK,False,0
0,1,Isak Jansson,Kalmar FF,Östersunds FK,True,0
1,2,Isak Jansson,Kalmar FF,Degerfors IF,False,0
2,3,Isak Jansson,Kalmar FF,Örebro SK,True,6
3,4,Isak Jansson,Kalmar FF,IK Sirius,False,0
4,5,Isak Jansson,Kalmar FF,IF Elfsborg,False,2
5,6,Isak Jansson,Kalmar FF,IFK Göteborg,True,1
6,7,Isak Jansson,Kalmar FF,Malmö FF,False,1
7,8,Isak Jansson,Kalmar FF,Hammarby,True,1
8,9,Isak Jansson,Kalmar FF,Varbergs BoIS,False,0
9,10,Isak Jansson,Kalmar FF,BK Häcken,True,1
10,11,Isak Jansson,Kalmar FF,AIK,False,1
11,12,Isak Jansson,Kalmar FF,Djurgården,True,2
12,13,Isak Jansson,Kalmar FF,Mjällby AIF,True,3
13,14,Isak Jansson,Kalmar FF,IFK Norrköping,False,3
14,15,Isak Jansson,Kalmar FF,Halmstads BK,True,5
15,16,Isak Jansson,Kalmar FF,Östersunds FK,False,0
0,1,Oliver Berg,Kalmar FF,Östersunds FK,True,1
1,2,Oliver Berg,Kalmar FF,Degerfors IF,False,9
2,3,Oliver Berg,Kalmar FF,Örebro SK,True,7
3,4,Oliver Berg,Kalmar FF,IK Sirius,False,7
4,5,Oliver Berg,Kalmar FF,IF Elfsborg,False,7
5,6,Oliver Berg,Kalmar FF,IFK Göteborg,True,4
6,7,Oliver Berg,Kalmar FF,Malmö FF,False,2
7,8,Oliver Berg,Kalmar FF,Hammarby,True,8
8,9,Oliver Berg,Kalmar FF,Varbergs BoIS,False,8
9,10,Oliver Berg,Kalmar FF,BK Häcken,True,9
10,11,Oliver Berg,Kalmar FF,AIK,False,2
11,12,Oliver Berg,Kalmar FF,Djurgården,True,2
12,13,Oliver Berg,Kalmar FF,Mjällby AIF,True,8
13,14,Oliver Berg,Kalmar FF,IFK Norrköping,False,3
14,15,Oliver Berg,Kalmar FF,Halmstads BK,True,2
15,16,Oliver Berg,Kalmar FF,Östersunds FK,False,0
0,1,Noah Shamoun,Kalmar FF,Östersunds FK,True,1
1,2,Noah Shamoun,Kalmar FF,Degerfors IF,False,1
2,3,Noah Shamoun,Kalmar FF,Örebro SK,True,1
3,4,Noah Shamoun,Kalmar FF,IK Sirius,False,0
4,5,Noah Shamoun,Kalmar FF,IF Elfsborg,False,1
5,6,Noah Shamoun,Kalmar FF,IFK Göteborg,True,0
6,7,Noah Shamoun,Kalmar FF,Malmö FF,False,1
7,8,Noah Shamoun,Kalmar FF,Hammarby,True,0
8,9,Noah Shamoun,Kalmar FF,Varbergs BoIS,False,0
9,10,Noah Shamoun,Kalmar FF,BK Häcken,True,0
10,11,Noah Shamoun,Kalmar FF,AIK,False,0
11,12,Noah Shamoun,Kalmar FF,Djurgården,True,1
12,13,Noah Shamoun,Kalmar FF,Mjällby AIF,True,1
13,14,Noah Shamoun,Kalmar FF,IFK Norrköping,False,1
14,15,Noah Shamoun,Kalmar FF,Halmstads BK,True,1
15,16,Noah Shamoun,Kalmar FF,Östersunds FK,False,0
0,1,Jonathan Ring,Kalmar FF,Östersunds FK,True,1
1,2,Jonathan Ring,Kalmar FF,Degerfors IF,False,0
2,3,Jonathan Ring,Kalmar FF,Örebro SK,True,1
3,4,Jonathan Ring,Kalmar FF,IK Sirius,False,7
4,5,Jonathan Ring,Kalmar FF,IF Elfsborg,False,9
5,6,Jonathan Ring,Kalmar FF,IFK Göteborg,True,3
6,7,Jonathan Ring,Kalmar FF,Malmö FF,False,2
7,8,Jonathan Ring,Kalmar FF,Hammarby,True,8
8,9,Jonathan Ring,Kalmar FF,Varbergs BoIS,False,0
9,10,Jonathan Ring,Kalmar FF,BK Häcken,True,6
10,11,Jonathan Ring,Kalmar FF,AIK,False,1
11,12,Jonathan Ring,Kalmar FF,Djurgården,True,2
12,13,Jonathan Ring,Kalmar FF,Mjällby AIF,True,7
13,14,Jonathan Ring,Kalmar FF,IFK Norrköping,False,7
14,15,Jonathan Ring,Kalmar FF,Halmstads BK,True,6
15,16,Jonathan Ring,Kalmar FF,Östersunds FK,False,0
0,1,Edvin Crona,Kalmar FF,Östersunds FK,True,0
1,2,Edvin Crona,Kalmar FF,Degerfors IF,False,0
2,3,Edvin Crona,Kalmar FF,Örebro SK,True,0
3,4,Edvin Crona,Kalmar FF,IK Sirius,False,0
4,5,Edvin Crona,Kalmar FF,IF Elfsborg,False,0
5,6,Edvin Crona,Kalmar FF,IFK Göteborg,True,0
6,7,Edvin Crona,Kalmar FF,Malmö FF,False,0
7,8,Edvin Crona,Kalmar FF,Hammarby,True,0
8,9,Edvin Crona,Kalmar FF,Varbergs BoIS,False,0
9,10,Edvin Crona,Kalmar FF,BK Häcken,True,0
10,11,Edvin Crona,Kalmar FF,AIK,False,0
11,12,Edvin Crona,Kalmar FF,Djurgården,True,0
12,13,Edvin Crona,Kalmar FF,Mjällby AIF,True,0
13,14,Edvin Crona,Kalmar FF,IFK Norrköping,False,0
14,15,Edvin Crona,Kalmar FF,Halmstads BK,True,0
15,16,Edvin Crona,Kalmar FF,Östersunds FK,False,0
0,1,Nils Fröling,Kalmar FF,Östersunds FK,True,0
1,2,Nils Fröling,Kalmar FF,Degerfors IF,False,0
2,3,Nils Fröling,Kalmar FF,Örebro SK,True,0
3,4,Nils Fröling,Kalmar FF,IK Sirius,False,1
4,5,Nils Fröling,Kalmar FF,IF Elfsborg,False,1
5,6,Nils Fröling,Kalmar FF,IFK Göteborg,True,1
6,7,Nils Fröling,Kalmar FF,Malmö FF,False,1
7,8,Nils Fröling,Kalmar FF,Hammarby,True,2
8,9,Nils Fröling,Kalmar FF,Varbergs BoIS,False,2
9,10,Nils Fröling,Kalmar FF,BK Häcken,True,2
10,11,Nils Fröling,Kalmar FF,AIK,False,2
11,12,Nils Fröling,Kalmar FF,Djurgården,True,1
12,13,Nils Fröling,Kalmar FF,Mjällby AIF,True,4
13,14,Nils Fröling,Kalmar FF,IFK Norrköping,False,11
14,15,Nils Fröling,Kalmar FF,Halmstads BK,True,2
15,16,Nils Fröling,Kalmar FF,Östersunds FK,False,0
0,1,Alex Mortensen,Kalmar FF,Östersunds FK,True,0
1,2,Alex Mortensen,Kalmar FF,Degerfors IF,False,0
2,3,Alex Mortensen,Kalmar FF,Örebro SK,True,0
3,4,Alex Mortensen,Kalmar FF,IK Sirius,False,0
4,5,Alex Mortensen,Kalmar FF,IF Elfsborg,False,0
5,6,Alex Mortensen,Kalmar FF,IFK Göteborg,True,0
6,7,Alex Mortensen,Kalmar FF,Malmö FF,False,0
7,8,Alex Mortensen,Kalmar FF,Hammarby,True,0
8,9,Alex Mortensen,Kalmar FF,Varbergs BoIS,False,0
9,10,Alex Mortensen,Kalmar FF,BK Häcken,True,0
10,11,Alex Mortensen,Kalmar FF,AIK,False,0
11,12,Alex Mortensen,Kalmar FF,Djurgården,True,0
12,13,Alex Mortensen,Kalmar FF,Mjällby AIF,True,0
13,14,Alex Mortensen,Kalmar FF,IFK Norrköping,False,0
14,15,Alex Mortensen,Kalmar FF,Halmstads BK,True,0
15,16,Alex Mortensen,Kalmar FF,Östersunds FK,False,0
0,1,Sixten Mohlin,Östersunds FK,Kalmar FF,False,0
1,2,Sixten Mohlin,Östersunds FK,Örebro SK,True,0
2,3,Sixten Mohlin,Östersunds FK,Malmö FF,False,0
3,4,Sixten Mohlin,Östersunds FK,Varbergs BoIS,True,0
4,5,Sixten Mohlin,Östersunds FK,Mjällby AIF,False,3
5,6,Sixten Mohlin,Östersunds FK,Djurgården,False,0
6,7,Sixten Mohlin,Östersunds FK,AIK,True,0
7,8,Sixten Mohlin,Östersunds FK,IK Sirius,True,0
8,9,Sixten Mohlin,Östersunds FK,Degerfors IF,False,0
9,10,Sixten Mohlin,Östersunds FK,IFK Göteborg,True,0
10,11,Sixten Mohlin,Östersunds FK,IF Elfsborg,False,0
11,12,Sixten Mohlin,Östersunds FK,Halmstads BK,True,0
12,13,Sixten Mohlin,Östersunds FK,Hammarby,True,0
13,14,Sixten Mohlin,Östersunds FK,BK Häcken,False,0
14,15,Sixten Mohlin,Östersunds FK,IFK Norrköping,True,0
15,16,Sixten Mohlin,Östersunds FK,Kalmar FF,True,0
0,1,Aly Keita,Östersunds FK,Kalmar FF,False,8
1,2,Aly Keita,Östersunds FK,Örebro SK,True,7
2,3,Aly Keita,Östersunds FK,Malmö FF,False,5
3,4,Aly Keita,Östersunds FK,Varbergs BoIS,True,4
4,5,Aly Keita,Östersunds FK,Mjällby AIF,False,0
5,6,Aly Keita,Östersunds FK,Djurgården,False,5
6,7,Aly Keita,Östersunds FK,AIK,True,2
7,8,Aly Keita,Östersunds FK,IK Sirius,True,7
8,9,Aly Keita,Östersunds FK,Degerfors IF,False,1
9,10,Aly Keita,Östersunds FK,IFK Göteborg,True,4
10,11,Aly Keita,Östersunds FK,IF Elfsborg,False,4
11,12,Aly Keita,Östersunds FK,Halmstads BK,True,7
12,13,Aly Keita,Östersunds FK,Hammarby,True,5
13,14,Aly Keita,Östersunds FK,BK Häcken,False,2
14,15,Aly Keita,Östersunds FK,IFK Norrköping,True,2
15,16,Aly Keita,Östersunds FK,Kalmar FF,True,0
0,1,Kalpi Ouattara,Östersunds FK,Kalmar FF,False,0
1,2,Kalpi Ouattara,Östersunds FK,Örebro SK,True,0
2,3,Kalpi Ouattara,Östersunds FK,Malmö FF,False,0
3,4,Kalpi Ouattara,Östersunds FK,Varbergs BoIS,True,0
4,5,Kalpi Ouattara,Östersunds FK,Mjällby AIF,False,0
5,6,Kalpi Ouattara,Östersunds FK,Djurgården,False,0
6,7,Kalpi Ouattara,Östersunds FK,AIK,True,0
7,8,Kalpi Ouattara,Östersunds FK,IK Sirius,True,0
8,9,Kalpi Ouattara,Östersunds FK,Degerfors IF,False,0
9,10,Kalpi Ouattara,Östersunds FK,IFK Göteborg,True,0
10,11,Kalpi Ouattara,Östersunds FK,IF Elfsborg,False,0
11,12,Kalpi Ouattara,Östersunds FK,Halmstads BK,True,0
12,13,Kalpi Ouattara,Östersunds FK,Hammarby,True,0
13,14,Kalpi Ouattara,Östersunds FK,BK Häcken,False,0
14,15,Kalpi Ouattara,Östersunds FK,IFK Norrköping,True,0
15,16,Kalpi Ouattara,Östersunds FK,Kalmar FF,True,0
0,1,Marco Weymans,Östersunds FK,Kalmar FF,False,0
1,2,Marco Weymans,Östersunds FK,Örebro SK,True,0
2,3,Marco Weymans,Östersunds FK,Malmö FF,False,0
3,4,Marco Weymans,Östersunds FK,Varbergs BoIS,True,0
4,5,Marco Weymans,Östersunds FK,Mjällby AIF,False,0
5,6,Marco Weymans,Östersunds FK,Djurgården,False,0
6,7,Marco Weymans,Östersunds FK,AIK,True,0
7,8,Marco Weymans,Östersunds FK,IK Sirius,True,0
8,9,Marco Weymans,Östersunds FK,Degerfors IF,False,0
9,10,Marco Weymans,Östersunds FK,IFK Göteborg,True,0
10,11,Marco Weymans,Östersunds FK,IF Elfsborg,False,0
11,12,Marco Weymans,Östersunds FK,Halmstads BK,True,0
12,13,Marco Weymans,Östersunds FK,Hammarby,True,0
13,14,Marco Weymans,Östersunds FK,BK Häcken,False,1
14,15,Marco Weymans,Östersunds FK,IFK Norrköping,True,0
15,16,Marco Weymans,Östersunds FK,Kalmar FF,True,0
0,1,Noah Sonko Sundberg,Östersunds FK,Kalmar FF,False,7
1,2,Noah Sonko Sundberg,Östersunds FK,Örebro SK,True,13
2,3,Noah Sonko Sundberg,Östersunds FK,Malmö FF,False,1
3,4,Noah Sonko Sundberg,Östersunds FK,Varbergs BoIS,True,6
4,5,Noah Sonko Sundberg,Östersunds FK,Mjällby AIF,False,2
5,6,Noah Sonko Sundberg,Östersunds FK,Djurgården,False,0
6,7,Noah Sonko Sundberg,Östersunds FK,AIK,True,0
7,8,Noah Sonko Sundberg,Östersunds FK,IK Sirius,True,6
8,9,Noah Sonko Sundberg,Östersunds FK,Degerfors IF,False,2
9,10,Noah Sonko Sundberg,Östersunds FK,IFK Göteborg,True,3
10,11,Noah Sonko Sundberg,Östersunds FK,IF Elfsborg,False,3
11,12,Noah Sonko Sundberg,Östersunds FK,Halmstads BK,True,1
12,13,Noah Sonko Sundberg,Östersunds FK,Hammarby,True,3
13,14,Noah Sonko Sundberg,Östersunds FK,BK Häcken,False,0
14,15,Noah Sonko Sundberg,Östersunds FK,IFK Norrköping,True,3
15,16,Noah Sonko Sundberg,Östersunds FK,Kalmar FF,True,0
0,1,Sam Mensiro,Östersunds FK,Kalmar FF,False,1
1,2,Sam Mensiro,Östersunds FK,Örebro SK,True,0
2,3,Sam Mensiro,Östersunds FK,Malmö FF,False,0
3,4,Sam Mensiro,Östersunds FK,Varbergs BoIS,True,0
4,5,Sam Mensiro,Östersunds FK,Mjällby AIF,False,2
5,6,Sam Mensiro,Östersunds FK,Djurgården,False,3
6,7,Sam Mensiro,Östersunds FK,AIK,True,3
7,8,Sam Mensiro,Östersunds FK,IK Sirius,True,4
8,9,Sam Mensiro,Östersunds FK,Degerfors IF,False,2
9,10,Sam Mensiro,Östersunds FK,IFK Göteborg,True,1
10,11,Sam Mensiro,Östersunds FK,IF Elfsborg,False,2
11,12,Sam Mensiro,Östersunds FK,Halmstads BK,True,0
12,13,Sam Mensiro,Östersunds FK,Hammarby,True,0
13,14,Sam Mensiro,Östersunds FK,BK Häcken,False,1
14,15,Sam Mensiro,Östersunds FK,IFK Norrköping,True,0
15,16,Sam Mensiro,Östersunds FK,Kalmar FF,True,0
0,1,Ronald Mukiibi,Östersunds FK,Kalmar FF,False,7
1,2,Ronald Mukiibi,Östersunds FK,Örebro SK,True,7
2,3,Ronald Mukiibi,Östersunds FK,Malmö FF,False,10
3,4,Ronald Mukiibi,Östersunds FK,Varbergs BoIS,True,7
4,5,Ronald Mukiibi,Östersunds FK,Mjällby AIF,False,3
5,6,Ronald Mukiibi,Östersunds FK,Djurgården,False,1
6,7,Ronald Mukiibi,Östersunds FK,AIK,True,0
7,8,Ronald Mukiibi,Östersunds FK,IK Sirius,True,1
8,9,Ronald Mukiibi,Östersunds FK,Degerfors IF,False,0
9,10,Ronald Mukiibi,Östersunds FK,IFK Göteborg,True,0
10,11,Ronald Mukiibi,Östersunds FK,IF Elfsborg,False,0
11,12,Ronald Mukiibi,Östersunds FK,Halmstads BK,True,0
12,13,Ronald Mukiibi,Östersunds FK,Hammarby,True,0
13,14,Ronald Mukiibi,Östersunds FK,BK Häcken,False,0
14,15,Ronald Mukiibi,Östersunds FK,IFK Norrköping,True,0
15,16,Ronald Mukiibi,Östersunds FK,Kalmar FF,True,0
0,1,Eirik Haugan,Östersunds FK,Kalmar FF,False,8
1,2,Eirik Haugan,Östersunds FK,Örebro SK,True,6
2,3,Eirik Haugan,Östersunds FK,Malmö FF,False,3
3,4,Eirik Haugan,Östersunds FK,Varbergs BoIS,True,3
4,5,Eirik Haugan,Östersunds FK,Mjällby AIF,False,3
5,6,Eirik Haugan,Östersunds FK,Djurgården,False,1
6,7,Eirik Haugan,Östersunds FK,AIK,True,2
7,8,Eirik Haugan,Östersunds FK,IK Sirius,True,7
8,9,Eirik Haugan,Östersunds FK,Degerfors IF,False,2
9,10,Eirik Haugan,Östersunds FK,IFK Göteborg,True,1
10,11,Eirik Haugan,Östersunds FK,IF Elfsborg,False,1
11,12,Eirik Haugan,Östersunds FK,Halmstads BK,True,0
12,13,Eirik Haugan,Östersunds FK,Hammarby,True,4
13,14,Eirik Haugan,Östersunds FK,BK Häcken,False,1
14,15,Eirik Haugan,Östersunds FK,IFK Norrköping,True,1
15,16,Eirik Haugan,Östersunds FK,Kalmar FF,True,0
0,1,Rewan Amin,Östersunds FK,Kalmar FF,False,0
1,2,Rewan Amin,Östersunds FK,Örebro SK,True,0
2,3,Rewan Amin,Östersunds FK,Malmö FF,False,0
3,4,Rewan Amin,Östersunds FK,Varbergs BoIS,True,0
4,5,Rewan Amin,Östersunds FK,Mjällby AIF,False,0
5,6,Rewan Amin,Östersunds FK,Djurgården,False,0
6,7,Rewan Amin,Östersunds FK,AIK,True,0
7,8,Rewan Amin,Östersunds FK,IK Sirius,True,0
8,9,Rewan Amin,Östersunds FK,Degerfors IF,False,0
9,10,Rewan Amin,Östersunds FK,IFK Göteborg,True,0
10,11,Rewan Amin,Östersunds FK,IF Elfsborg,False,0
11,12,Rewan Amin,Östersunds FK,Halmstads BK,True,0
12,13,Rewan Amin,Östersunds FK,Hammarby,True,0
13,14,Rewan Amin,Östersunds FK,BK Häcken,False,0
14,15,Rewan Amin,Östersunds FK,IFK Norrköping,True,0
15,16,Rewan Amin,Östersunds FK,Kalmar FF,True,0
0,1,Isak Ssewankambo,Östersunds FK,Kalmar FF,False,4
1,2,Isak Ssewankambo,Östersunds FK,Örebro SK,True,7
2,3,Isak Ssewankambo,Östersunds FK,Malmö FF,False,2
3,4,Isak Ssewankambo,Östersunds FK,Varbergs BoIS,True,2
4,5,Isak Ssewankambo,Östersunds FK,Mjällby AIF,False,3
5,6,Isak Ssewankambo,Östersunds FK,Djurgården,False,1
6,7,Isak Ssewankambo,Östersunds FK,AIK,True,0
7,8,Isak Ssewankambo,Östersunds FK,IK Sirius,True,0
8,9,Isak Ssewankambo,Östersunds FK,Degerfors IF,False,0
9,10,Isak Ssewankambo,Östersunds FK,IFK Göteborg,True,2
10,11,Isak Ssewankambo,Östersunds FK,IF Elfsborg,False,2
11,12,Isak Ssewankambo,Östersunds FK,Halmstads BK,True,4
12,13,Isak Ssewankambo,Östersunds FK,Hammarby,True,3
13,14,Isak Ssewankambo,Östersunds FK,BK Häcken,False,0
14,15,Isak Ssewankambo,Östersunds FK,IFK Norrköping,True,1
15,16,Isak Ssewankambo,Östersunds FK,Kalmar FF,True,0
0,1,Ludvig Fritzson,Östersunds FK,Kalmar FF,False,3
1,2,Ludvig Fritzson,Östersunds FK,Örebro SK,True,0
2,3,Ludvig Fritzson,Östersunds FK,Malmö FF,False,0
3,4,Ludvig Fritzson,Östersunds FK,Varbergs BoIS,True,2
4,5,Ludvig Fritzson,Östersunds FK,Mjällby AIF,False,1
5,6,Ludvig Fritzson,Östersunds FK,Djurgården,False,1
6,7,Ludvig Fritzson,Östersunds FK,AIK,True,1
7,8,Ludvig Fritzson,Östersunds FK,IK Sirius,True,3
8,9,Ludvig Fritzson,Östersunds FK,Degerfors IF,False,2
9,10,Ludvig Fritzson,Östersunds FK,IFK Göteborg,True,2
10,11,Ludvig Fritzson,Östersunds FK,IF Elfsborg,False,1
11,12,Ludvig Fritzson,Östersunds FK,Halmstads BK,True,0
12,13,Ludvig Fritzson,Östersunds FK,Hammarby,True,2
13,14,Ludvig Fritzson,Östersunds FK,BK Häcken,False,2
14,15,Ludvig Fritzson,Östersunds FK,IFK Norrköping,True,5
15,16,Ludvig Fritzson,Östersunds FK,Kalmar FF,True,0
0,1,Henrik Bellman,Östersunds FK,Kalmar FF,False,0
1,2,Henrik Bellman,Östersunds FK,Örebro SK,True,6
2,3,Henrik Bellman,Östersunds FK,Malmö FF,False,2
3,4,Henrik Bellman,Östersunds FK,Varbergs BoIS,True,2
4,5,Henrik Bellman,Östersunds FK,Mjällby AIF,False,0
5,6,Henrik Bellman,Östersunds FK,Djurgården,False,2
6,7,Henrik Bellman,Östersunds FK,AIK,True,3
7,8,Henrik Bellman,Östersunds FK,IK Sirius,True,8
8,9,Henrik Bellman,Östersunds FK,Degerfors IF,False,3
9,10,Henrik Bellman,Östersunds FK,IFK Göteborg,True,2
10,11,Henrik Bellman,Östersunds FK,IF Elfsborg,False,2
11,12,Henrik Bellman,Östersunds FK,Halmstads BK,True,1
12,13,Henrik Bellman,Östersunds FK,Hammarby,True,1
13,14,Henrik Bellman,Östersunds FK,BK Häcken,False,2
14,15,Henrik Bellman,Östersunds FK,IFK Norrköping,True,1
15,16,Henrik Bellman,Östersunds FK,Kalmar FF,True,0
0,1,Jerell Sellars,Östersunds FK,Kalmar FF,False,0
1,2,Jerell Sellars,Östersunds FK,Örebro SK,True,0
2,3,Jerell Sellars,Östersunds FK,Malmö FF,False,0
3,4,Jerell Sellars,Östersunds FK,Varbergs BoIS,True,0
4,5,Jerell Sellars,Östersunds FK,Mjällby AIF,False,0
5,6,Jerell Sellars,Östersunds FK,Djurgården,False,0
6,7,Jerell Sellars,Östersunds FK,AIK,True,0
7,8,Jerell Sellars,Östersunds FK,IK Sirius,True,0
8,9,Jerell Sellars,Östersunds FK,Degerfors IF,False,1
9,10,Jerell Sellars,Östersunds FK,IFK Göteborg,True,1
10,11,Jerell Sellars,Östersunds FK,IF Elfsborg,False,1
11,12,Jerell Sellars,Östersunds FK,Halmstads BK,True,1
12,13,Jerell Sellars,Östersunds FK,Hammarby,True,1
13,14,Jerell Sellars,Östersunds FK,BK Häcken,False,1
14,15,Jerell Sellars,Östersunds FK,IFK Norrköping,True,1
15,16,Jerell Sellars,Östersunds FK,Kalmar FF,True,0
0,1,Simon Kroon,Östersunds FK,Kalmar FF,False,1
1,2,Simon Kroon,Östersunds FK,Örebro SK,True,1
2,3,Simon Kroon,Östersunds FK,Malmö FF,False,0
3,4,Simon Kroon,Östersunds FK,Varbergs BoIS,True,0
4,5,Simon Kroon,Östersunds FK,Mjällby AIF,False,1
5,6,Simon Kroon,Östersunds FK,Djurgården,False,0
6,7,Simon Kroon,Östersunds FK,AIK,True,2
7,8,Simon Kroon,Östersunds FK,IK Sirius,True,1
8,9,Simon Kroon,Östersunds FK,Degerfors IF,False,6
9,10,Simon Kroon,Östersunds FK,IFK Göteborg,True,7
10,11,Simon Kroon,Östersunds FK,IF Elfsborg,False,2
11,12,Simon Kroon,Östersunds FK,Halmstads BK,True,0
12,13,Simon Kroon,Östersunds FK,Hammarby,True,5
13,14,Simon Kroon,Östersunds FK,BK Häcken,False,0
14,15,Simon Kroon,Östersunds FK,IFK Norrköping,True,0
15,16,Simon Kroon,Östersunds FK,Kalmar FF,True,0
0,1,Charlie Colkett,Östersunds FK,Kalmar FF,False,0
1,2,Charlie Colkett,Östersunds FK,Örebro SK,True,0
2,3,Charlie Colkett,Östersunds FK,Malmö FF,False,0
3,4,Charlie Colkett,Östersunds FK,Varbergs BoIS,True,0
4,5,Charlie Colkett,Östersunds FK,Mjällby AIF,False,0
5,6,Charlie Colkett,Östersunds FK,Djurgården,False,0
6,7,Charlie Colkett,Östersunds FK,AIK,True,0
7,8,Charlie Colkett,Östersunds FK,IK Sirius,True,0
8,9,Charlie Colkett,Östersunds FK,Degerfors IF,False,0
9,10,Charlie Colkett,Östersunds FK,IFK Göteborg,True,0
10,11,Charlie Colkett,Östersunds FK,IF Elfsborg,False,0
11,12,Charlie Colkett,Östersunds FK,Halmstads BK,True,0
12,13,Charlie Colkett,Östersunds FK,Hammarby,True,0
13,14,Charlie Colkett,Östersunds FK,BK Häcken,False,1
14,15,Charlie Colkett,Östersunds FK,IFK Norrköping,True,1
15,16,Charlie Colkett,Östersunds FK,Kalmar FF,True,0
0,1,Nebiyou Perry,Östersunds FK,Kalmar FF,False,1
1,2,Nebiyou Perry,Östersunds FK,Örebro SK,True,4
2,3,Nebiyou Perry,Östersunds FK,Malmö FF,False,3
3,4,Nebiyou Perry,Östersunds FK,Varbergs BoIS,True,2
4,5,Nebiyou Perry,Östersunds FK,Mjällby AIF,False,1
