chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,own_goals,attacking_bonus,defending_bonus,crosses,key_passes,big_chances_created,clearances_blocks_interceptions,recoveries
100.0,100.0,432730,0,0,-2,2,0,3,0.6,0.6,0,Frank,0.6,293,False,,2021-04-25T17:41:05.116744Z,48,432730.jpg,1.9,Arhin,0.0,False,,a,11,5576,21,10,0,14,0,0.1,4.4,Arhin,733,0,0,3,12,0,0,2,1,0,0,0,4,1,4,0,25,45
,,511961,0,0,-1,1,0,3,2.2,2.2,1,Nikolaos,2.2,294,False,,,44,511961.jpg,1.4,Dosis,0.1,False,,a,11,5576,17,18,0,19,0,0.5,3.9,Dosis,495,0,0,0,13,0,0,2,0,0,0,0,3,3,5,0,10,33
,,447563,0,0,0,0,0,4,0.4,0.4,0,Ahmed,0.4,295,False,,,50,447563.jpg,3.0,Awad,0.5,False,,a,11,5576,12,265,0,237,2,0.1,2.4,Awad,48,1,1,0,2,0,0,0,0,0,0,0,0,1,2,0,3,3
,,242695,0,0,-3,3,1,4,0.8,0.8,0,Francis,0.8,296,False,,,47,242695.jpg,2.9,Jno-Baptiste,1.6,False,,a,11,5576,29,678,6,695,10,0.2,6.2,Jno-Baptiste,486,2,1,2,7,0,0,1,0,0,0,1,0,1,7,0,11,18
100.0,100.0,146445,0,0,-1,1,1,4,1.2,1.2,1,Blair,1.2,297,False,,2021-07-01T13:58:08.192152Z,64,146445.jpg,4.3,Turgott,6.6,False,,a,11,5576,52,5514,0,5194,22,0.2,8.1,Turgott,1067,5,1,3,17,0,0,3,0,0,0,1,2,1,5,1,18,28
,,210519,0,0,6,-6,2,3,4.0,4.0,3,Patrick,4.0,420,False,,,51,210519.jpg,4.5,Kpozo,18.0,False,,a,11,5576,72,8588,43,2092,71,0.8,14.1,Kpozo,1440,2,2,3,27,0,0,1,0,0,0,1,21,10,5,1,93,119
,,545943,0,0,0,0,0,3,0.0,0.0,0,Jakob,0.0,476,False,,,45,545943.jpg,0.0,Gustavsson,0.0,False,,a,11,5576,0,0,0,0,0,0.0,0.0,Gustavsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,65898,0,0,0,0,2,1,4.4,4.4,0,Budimir,4.4,298,False,,,60,65898.jpg,4.7,Janosevic,5.0,False,,a,12,195,71,1045,6,1390,90,0.7,11.8,Janosevic,1350,0,0,6,13,0,0,2,0,40,0,0,14,0,0,0,13,122
,,45312,0,0,0,0,0,1,0.0,0.0,0,Kyriakos,0.0,299,False,,,40,45312.jpg,0.0,Stamatopoulos,2.3,False,,a,12,195,0,103,1,243,4,0.0,0.0,Stamatopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,112316,0,0,-2,2,0,1,0.0,0.0,0,Jakob,0.0,300,False,Underkroppsskada. Tillbaka i spel: okänt,2021-07-10T07:12:05.490884Z,53,112316.jpg,0.0,Haugaard,1.8,False,,i,12,195,0,7,0,404,4,0.0,0.0,Haugaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,157758,0,0,-3,3,0,2,0.0,0.0,0,Felix,0.0,301,False,Utlånad till AFC Eskilstuna,2021-05-10T11:51:16.720065Z,47,157758.jpg,0.0,Michel,0.1,False,,n,12,195,0,0,0,49,0,0.0,0.0,Michel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,493824,0,0,-4,4,0,2,0.0,0.0,0,Eric,0.0,302,False,Lämnat för AGF,2021-07-25T06:33:57.264255Z,61,493824.jpg,1.3,Kahl,3.2,False,,u,12,195,4,135,0,4044,1,0.0,0.7,Kahl,187,0,0,0,3,0,0,1,0,0,0,0,1,2,2,0,1,12
100.0,100.0,202456,0,0,1,-1,1,2,5.4,5.4,9,Sotirios,5.4,303,False,,2021-07-20T10:53:57.145625Z,66,202456.jpg,4.9,Papagiannopoulos,4.6,False,,a,12,195,73,1573,31,1119,2,0.8,11.1,Papagiannopoulos,1334,1,0,6,13,0,0,3,0,0,0,0,20,0,0,0,96,109
100.0,100.0,51535,0,0,-2,2,0,2,0.6,0.6,1,Per,0.6,304,False,,2021-03-23T08:45:34.774898Z,58,51535.jpg,0.8,Karlsson,0.8,False,,a,12,195,4,9,0,183,0,0.1,0.7,Karlsson,104,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,8,2
100.0,100.0,249645,0,0,11,-11,2,2,3.6,3.6,4,Erick,3.6,305,False,,2021-08-10T08:33:17.382578Z,66,249645.jpg,5.1,Otieno,33.1,False,,a,12,195,76,13351,73,2527,38,0.5,11.5,Otieno,1350,0,2,5,14,0,0,3,0,0,0,10,17,19,18,6,53,115
50.0,50.0,522172,0,0,-1,1,0,2,0.0,0.0,0,Jetmir,0.0,306,False,"Underkroppsskada, rehabtränar",2021-08-03T08:06:39.184641Z,54,522172.jpg,1.0,Haliti,0.1,False,,d,12,195,2,6,0,19,0,0.0,0.4,Haliti,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
100.0,100.0,52223,0,0,-2,2,0,2,4.0,4.0,3,Mikael,4.0,307,False,,2021-07-03T13:27:01.555262Z,73,52223.jpg,4.1,Lustig,4.7,False,,a,12,195,58,468,2,1444,6,0.5,7.9,Lustig,1253,0,0,6,10,0,0,1,0,0,0,2,7,6,13,1,68,66
0.0,0.0,508363,0,0,0,0,0,2,0.0,0.0,0,Robin,0.0,308,False,Utlånad till AFC Eskilstuna,2021-03-29T11:40:19.864882Z,50,508363.jpg,0.0,Tihi,0.2,False,,u,12,195,0,0,0,59,0,0.0,0.0,Tihi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,533382,0,0,-2,2,0,2,0.0,0.0,0,Lucas,0.0,309,False,,2021-07-18T07:26:43.104034Z,43,533382.jpg,0.0,Forsberg,0.1,False,,a,12,195,0,5,0,29,0,0.0,0.0,Forsberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,19057,0,0,1,-1,1,3,0.0,0.0,0,Sebastian,5.6,310,False,Avstängd GW16,2021-08-17T07:31:52.318489Z,101,19057.jpg,5.7,Larsson,15.4,False,,s,12,195,74,5097,124,4854,26,0.6,7.3,Larsson,1134,3,4,5,10,0,0,6,0,0,0,14,9,46,37,2,28,79
100.0,100.0,225045,-1,1,-1,1,2,3,0.4,0.4,0,Saku,0.4,311,False,,2021-07-10T07:12:05.564533Z,59,225045.jpg,4.2,Ylätupa,6.1,False,,a,12,195,46,5874,0,5536,45,0.1,7.8,Ylätupa,796,1,4,3,10,0,0,2,0,0,0,8,0,8,13,7,8,31
,,164489,0,0,-3,3,0,3,0.2,0.2,1,Ebenezer,0.2,312,False,,,52,164489.jpg,1.2,Ofori,0.5,False,,a,12,195,10,19,0,142,0,0.0,1.9,Ofori,274,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,9,20
,,433888,0,0,1,-1,0,3,4.4,4.4,7,Bilal,4.4,313,False,,,56,433888.jpg,3.5,Hussein,3.0,False,,a,12,195,56,929,21,878,3,0.8,10.0,Hussein,1436,1,0,6,14,0,0,2,0,0,0,2,13,2,12,2,59,103
,,495531,0,0,-2,2,0,3,1.0,1.0,1,Tom,1.0,314,False,,,53,495531.jpg,2.1,Strannegård,0.2,False,,a,12,195,19,18,0,48,0,0.2,3.6,Strannegård,292,1,0,2,2,0,0,1,0,0,0,0,1,2,2,0,2,17
100.0,100.0,61754,0,0,-2,2,0,3,2.4,2.4,0,Nabil,2.4,315,False,,2021-08-03T08:06:39.204593Z,83,61754.jpg,3.3,Bahoui,1.2,False,,a,12,195,43,750,1,855,4,0.3,5.2,Bahoui,804,3,0,5,7,0,0,1,0,0,0,1,1,6,8,1,16,39
100.0,100.0,248893,0,0,-2,2,0,3,1.4,1.4,0,Filip,1.4,316,False,,2021-04-07T11:09:15.199639Z,68,248893.jpg,2.4,Rogic,0.6,False,,a,12,195,17,93,0,218,2,0.2,2.5,Rogic,359,1,0,1,2,0,0,1,0,0,0,1,1,0,4,0,8,16
,,514498,0,0,-3,3,0,4,1.8,1.8,5,Erik,1.8,317,False,,,47,514498.jpg,2.4,Ring,0.3,False,,a,12,195,12,25,4,99,2,0.4,2.6,Ring,159,0,2,0,4,0,0,1,0,0,0,1,0,0,3,1,2,6
100.0,100.0,127571,0,0,-4,4,0,4,2.4,2.4,1,Bojan,2.4,318,False,,2021-08-10T08:31:54.323563Z,56,127571.jpg,2.3,Radulovic,1.0,False,,a,12,195,37,624,5,850,5,0.4,6.6,Radulovic,544,3,0,2,5,0,0,1,0,0,0,0,2,0,7,0,4,24
100.0,100.0,181083,0,0,-3,3,0,4,0.0,0.0,0,Stefan,0.0,319,False,,2021-07-26T08:26:57.259624Z,52,181083.jpg,1.0,Silva,0.3,False,,a,12,195,5,13,0,88,0,0.0,1.0,Silva,152,0,0,0,3,0,0,1,0,0,0,0,0,1,3,0,2,6
,,17322,0,0,-3,3,0,4,3.6,3.6,2,Henok,3.6,320,False,,,77,17322.jpg,3.1,Goitom,3.7,False,,a,12,195,49,171,2,897,4,0.5,6.4,Goitom,953,2,3,4,8,0,0,0,0,0,0,3,1,5,10,3,12,28
,,193309,1,-1,4,-4,3,4,5.4,5.4,2,Nicolás,5.4,321,False,,,79,193309.jpg,4.8,Stefanelli,20.6,False,,a,12,195,76,7294,77,4838,71,0.7,9.6,Stefanelli,1366,5,3,7,13,0,0,0,0,0,0,3,7,4,19,2,15,75
100.0,100.0,95800,1,-1,3,-3,2,2,5.6,5.6,4,Alexander,5.6,425,False,,2021-07-03T13:27:01.573428Z,68,95800.jpg,5.0,Milosevic,12.6,False,,a,12,195,75,4060,81,1214,30,0.8,11.0,Milosevic,1278,2,1,6,11,0,0,1,0,0,0,2,9,0,5,2,86,55
,,509416,0,0,-2,2,0,3,1.0,1.0,4,Yasin,1.0,438,False,,,43,509416.jpg,1.8,Ayari,0.2,False,,a,12,195,9,119,0,63,2,0.2,2.1,Ayari,174,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,4,12
,,534343,0,0,0,0,0,2,0.0,0.0,0,Joshua,0.0,449,False,,,40,534343.jpg,0.0,Sivertsen,0.0,False,,a,12,195,0,1,0,1,0,0.0,0.0,Sivertsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,198506,0,0,0,0,0,3,3.2,3.2,5,Zak,3.2,468,False,,,60,198506.jpg,2.8,Elbouzedi,0.3,False,,a,12,195,17,154,10,40,3,0.5,2.8,Elbouzedi,371,0,0,2,2,0,0,0,0,0,0,3,2,9,6,0,4,19
,,61760,0,0,0,0,0,1,1.5,1.5,3,Kristoffer,1.5,484,False,,,60,61760.jpg,3.0,Nordfeldt,1.0,False,,a,12,195,3,391,106,18,2,0.2,0.5,Nordfeldt,90,0,0,0,1,0,0,0,0,8,1,0,1,0,0,0,2,10
,,549134,0,0,0,0,0,2,1.2,1.2,0,Rasmus,0.0,496,False,,,40,549134.jpg,0.0,Bonde,0.0,False,,a,12,195,0,0,0,0,0,0.0,0.0,Bonde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,87899,0,0,0,0,0,1,0.0,0.0,0,August,0.0,322,False,,,45,87899.jpg,3.0,Strömberg,2.3,False,,a,13,6810,15,395,1,445,4,0.0,3.3,Strömberg,450,0,0,1,10,0,0,0,0,5,0,0,4,0,0,0,5,39
100.0,100.0,524030,0,0,1,-1,0,1,0.0,0.0,0,Philip,0.0,323,False,,2021-07-29T10:55:53.658459Z,41,524030.jpg,3.0,Mårtensson,2.5,False,,a,13,6810,9,496,1,356,6,0.0,2.2,Mårtensson,270,0,0,0,7,0,0,0,0,10,0,0,3,0,1,0,7,32
,,152148,0,0,-2,2,0,1,5.8,5.8,3,Stojan,5.8,324,False,,,43,152148.jpg,4.9,Lukic,5.7,False,,a,13,6810,39,628,37,962,3,1.3,9.1,Lukic,720,0,0,3,6,0,0,0,0,21,0,0,9,0,1,0,7,71
100.0,100.0,533955,0,0,-1,1,0,1,0.0,0.0,0,Viktor,0.0,325,False,,2021-05-07T08:26:09.032716Z,39,533955.jpg,0.0,Dryselius,1.4,False,,a,13,6810,0,410,5,103,1,0.0,0.0,Dryselius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,506227,0,0,-2,2,1,2,1.4,1.4,3,Anton,1.4,326,False,,,43,506227.jpg,2.1,Liljenbäck,5.3,False,,a,13,6810,33,672,0,1722,8,0.3,7.7,Liljenbäck,970,0,0,1,19,0,0,1,0,0,0,4,6,14,12,0,33,62
100.0,100.0,119283,0,0,-3,3,0,2,1.8,1.8,3,Hampus,1.8,327,False,,2021-07-20T10:59:45.136600Z,42,119283.jpg,1.8,Zackrisson,1.1,False,,a,13,6810,14,26,0,376,0,0.4,3.3,Zackrisson,592,0,0,1,11,0,0,5,0,0,0,0,4,0,3,0,36,29
,,531427,0,0,1,-1,1,2,5.6,5.6,3,Oliver,5.6,328,False,,,46,531427.jpg,4.2,Stanisic,1.2,False,,a,13,6810,59,481,21,135,3,1.2,12.8,Stanisic,970,3,0,3,15,0,0,2,0,0,0,0,10,0,1,0,71,38
,,506223,0,0,-2,2,1,2,2.0,2.0,8,Adama,2.0,329,False,,,48,506223.jpg,3.5,Fofana,3.6,False,,a,13,6810,45,427,0,1038,8,0.4,9.4,Fofana,851,0,2,3,14,0,0,2,0,0,0,1,10,11,8,1,31,86
,,506220,0,0,-1,1,0,2,0.0,0.0,0,Nils,0.0,330,False,,,39,506220.jpg,0.0,Bertilsson,1.2,False,,a,13,6810,0,95,0,259,1,0.0,0.0,Bertilsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,249868,0,0,-3,3,0,2,0.0,0.0,1,Jon,0.2,331,False,Skadad. Tillbaka i spel: okänt,2021-07-01T09:56:05.698184Z,47,249868.jpg,2.4,Birkfeldt,1.6,False,,i,13,6810,22,10,0,501,5,0.0,4.7,Birkfeldt,664,0,0,1,15,0,0,0,0,0,0,0,6,0,1,0,45,29
0.0,0.0,438247,0,0,-2,2,0,2,0.0,0.0,0,Gideon,2.4,332,False,Avstängd GW16,2021-08-17T07:24:01.133375Z,43,438247.jpg,2.4,Mensah,0.3,False,,s,13,6810,24,20,0,48,1,0.6,5.6,Mensah,552,0,0,2,6,0,0,3,0,0,0,1,4,6,2,1,28,50
100.0,100.0,205946,0,0,-1,1,0,3,4.0,4.0,6,Robin,4.0,333,False,,2021-07-06T07:32:52.500718Z,49,205946.jpg,2.5,Tranberg,0.3,False,,a,13,6810,32,13,0,57,0,0.8,6.5,Tranberg,807,1,0,4,9,0,0,4,0,0,0,0,5,3,7,0,16,62
,,177883,0,0,-1,1,0,2,5.8,5.8,3,Joakim,5.8,334,False,,,44,177883.jpg,3.6,Lindner,1.6,False,,a,13,6810,57,425,13,156,8,1.3,13.0,Lindner,1405,0,1,4,23,0,0,0,0,0,0,0,13,1,3,0,96,71
50.0,100.0,422938,0,0,3,-3,4,2,3.2,6.4,0,Jean Carlos,6.4,335,False,Osäker.,2021-08-23T11:38:52.373752Z,48,422938.jpg,5.5,de Brito,10.9,False,,d,13,6810,71,4545,123,977,30,1.3,14.8,Jean Carlos,1082,0,4,4,16,0,0,2,0,0,0,9,15,26,23,6,58,93
0.0,0.0,524025,0,0,-1,1,0,3,0.0,0.0,0,Albin,0.0,336,False,Har lämnat för Vålerenga,2021-06-30T12:51:23.009423Z,54,524025.jpg,3.7,Mörfelt,0.2,False,,u,13,6810,22,76,0,296,0,0.0,4.1,Mörfelt,317,1,2,2,7,0,0,1,0,0,0,0,1,5,5,0,1,21
0.0,0.0,446312,0,0,0,0,0,3,0.0,0.0,1,Alexander,0.2,337,False,Skadad. Tillbaka i spel: okänt,2021-07-29T10:55:53.679292Z,45,446312.jpg,1.0,Johansson,0.1,False,,i,13,6810,1,0,0,16,0,0.0,0.2,Johansson,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,100.0,501556,0,0,-1,1,0,3,0.4,0.4,2,Albin,0.4,338,False,,2021-07-13T08:27:50.771635Z,49,501556.jpg,1.6,Winbo,0.2,False,,a,13,6810,21,15,0,27,0,0.1,4.3,Winbo,628,0,0,2,13,0,0,5,0,0,0,0,5,1,4,0,31,50
,,531428,0,0,-1,1,0,3,1.2,1.2,0,Victor,1.2,339,False,,,44,531428.jpg,1.9,Karlsson,0.2,False,,a,13,6810,15,28,0,40,0,0.3,3.4,Karlsson,182,0,1,0,3,0,0,0,0,0,0,3,0,4,5,2,3,9
,,506217,0,0,-2,2,0,3,0.0,0.0,0,Liam,0.0,340,False,,,43,506217.jpg,0.0,Munther,0.1,False,,a,13,6810,0,19,0,14,0,0.0,0.0,Munther,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,506216,0,0,-2,2,0,3,0.2,0.2,0,André,0.2,341,False,,2021-04-07T11:54:15.961596Z,43,506216.jpg,1.5,Boman,0.3,False,,a,13,6810,6,110,3,58,2,0.0,1.4,Boman,115,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
0.0,0.0,524026,0,0,-2,2,0,3,0.0,0.0,0,Gustav,0.0,342,False,Utlånad till Gefle,2021-08-12T13:30:37.945368Z,43,524026.jpg,0.0,Nordh,0.2,False,,u,13,6810,0,62,0,82,1,0.0,0.0,Nordh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,441688,0,0,-2,2,0,3,2.6,2.6,3,Luke,2.6,343,False,,2021-07-20T10:59:45.172877Z,48,441688.jpg,1.6,Le Roux,0.1,False,,a,13,6810,19,3,0,22,1,0.5,4.0,Le Roux,614,0,0,3,9,0,0,3,2,0,0,1,6,1,6,0,24,54
100.0,100.0,506213,0,0,-1,1,0,3,0.0,0.0,0,Keanin,0.0,344,False,,2021-07-10T07:16:30.979467Z,54,506213.jpg,0.0,Ayer,0.1,False,,a,13,6810,0,0,0,43,0,0.0,0.0,Ayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,469686,0,0,4,-4,1,3,6.0,6.0,7,Tashreeq,6.0,345,False,,,54,469686.jpg,5.0,Matthews,16.1,False,,a,13,6810,75,6491,127,466,27,1.1,13.9,Matthews,1119,4,4,4,17,0,0,2,0,0,0,8,5,16,23,5,12,64
0.0,0.0,501559,0,0,-1,1,0,4,0.0,0.0,0,Rasmus,0.0,346,False,Utlånad till Tvååkers IF.,2021-03-23T19:53:25.837776Z,39,501559.jpg,0.0,Cronvall,0.9,False,,n,13,6810,0,38,0,290,3,0.0,0.0,Cronvall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,100.0,445999,0,0,-2,2,0,4,0.0,0.0,0,Daniel,0.0,347,False,Skadad. Tillbaka i spel: okänt,2021-08-23T11:38:52.413036Z,53,445999.jpg,0.0,Krezic,0.2,False,,i,13,6810,0,3,0,88,0,0.0,0.0,Krezic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,215622,0,0,-2,2,0,4,1.0,1.0,1,Simon,1.0,348,False,,,53,215622.jpg,2.3,Karlsson Adjei,0.4,False,,a,13,6810,34,211,0,206,3,0.2,6.4,Karlsson Adjei,492,3,0,3,7,0,0,0,0,0,0,0,0,1,3,0,6,14
100.0,100.0,157748,0,0,-5,5,0,4,1.6,1.6,1,Robin,1.6,349,False,,2021-07-13T08:27:50.792375Z,50,157748.jpg,2.5,Simovic,2.5,False,,a,13,6810,30,632,2,2676,3,0.3,6.0,Simovic,754,2,0,2,17,0,0,4,0,0,0,3,1,2,10,2,8,28
100.0,100.0,524028,0,0,-1,1,0,3,0.0,0.0,0,Montader,0.0,419,False,,2021-05-01T11:33:34.707974Z,44,524028.jpg,1.0,Madjed,0.1,False,,a,13,6810,1,38,0,32,0,0.0,0.2,Madjed,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,205903,0,0,-1,1,0,3,2.4,2.4,1,Albert,2.4,423,False,,2021-08-10T08:33:03.461537Z,54,205903.jpg,2.8,Ejupi,0.1,False,,a,13,6810,36,27,0,48,0,0.4,6.7,Ejupi,980,0,0,3,13,0,0,3,0,0,0,2,11,2,6,1,43,101
100.0,100.0,432539,0,0,0,0,0,4,3.6,3.6,6,Ryan,3.6,430,False,,2021-07-10T07:16:30.998925Z,50,432539.jpg,2.9,Moon,0.5,False,,a,13,6810,38,372,2,216,9,0.7,7.6,Moon,624,4,0,3,11,0,0,2,0,0,0,0,0,1,4,0,6,22
,,455663,0,0,-1,1,0,2,0.0,0.0,0,Dean,0.0,431,False,,,44,455663.jpg,1.0,Solomons,0.0,False,,a,13,6810,1,0,0,6,0,0.0,0.2,Solomons,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,,536030,0,0,0,0,1,3,0.0,2.8,0,Oliver,2.8,444,False,Skadad. Tillbaka i spel: okänt,2021-08-23T11:38:52.394187Z,45,536030.jpg,2.3,Alfonsi,0.1,False,,i,13,6810,16,26,1,7,0,0.6,3.6,Alfonsi,236,1,0,2,1,0,0,1,0,0,0,0,0,1,2,0,8,12
,,244624,0,0,0,0,0,4,1.2,1.2,0,Des,1.2,453,False,,,50,244624.jpg,2.0,Kunst,0.0,False,,a,13,6810,8,11,0,7,0,0.2,1.6,Kunst,263,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,1,6
,,173951,0,0,0,0,0,2,0.0,0.0,0,Adnan,0.0,479,False,,,45,173951.jpg,0.0,Kojic,0.0,False,,a,13,6810,0,0,0,0,0,0.0,0.0,Kojic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,507930,0,0,-3,3,1,4,2.0,2.0,2,Amin,2.0,27,False,,2021-07-16T12:07:19.769199Z,52,507930.jpg,2.8,Sarr,4.6,False,,a,14,2360,25,2171,11,1244,25,0.4,4.8,Sarr,552,2,0,1,10,0,0,0,0,0,0,0,0,0,1,0,6,19
,,156601,0,0,-4,4,0,3,0.8,0.8,3,Elias,0.8,184,False,,,66,156601.jpg,1.8,Andersson,2.5,False,,a,14,2360,7,17,0,1145,1,0.1,1.1,Andersson,158,0,0,1,2,0,0,0,0,0,0,0,1,3,2,0,2,12
,,164595,0,0,-2,2,0,1,4.8,4.8,7,Carljohan,4.8,350,False,,,48,164595.jpg,4.8,Eriksson,3.2,False,,a,14,2360,29,167,2,944,4,1.0,6.0,Eriksson,540,0,0,2,6,0,0,1,0,19,0,0,8,0,0,0,7,64
,,428645,0,0,0,0,0,1,0.0,0.0,0,Samuel,0.0,351,False,,,50,428645.jpg,4.4,Brolin,2.0,False,,a,14,2360,44,352,1,559,11,0.0,8.8,Brolin,900,0,0,2,13,0,0,0,0,36,0,0,12,0,0,0,6,95
,,531422,0,0,0,0,0,1,0.0,0.0,0,Pontus,0.0,352,False,,,40,531422.jpg,0.0,Zvar,0.8,False,,a,14,2360,0,41,0,101,1,0.0,0.0,Zvar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,194971,0,0,-1,1,2,2,0.0,0.0,0,Eric,0.0,353,False,Lämnat för Altayspor.,2021-07-19T08:34:37.487117Z,49,194971.jpg,4.7,Björkander,2.2,False,,n,14,2360,52,1508,0,1887,9,0.0,10.6,Björkander,990,1,0,3,13,0,0,0,0,0,0,0,16,1,5,0,120,47
100.0,100.0,225243,0,0,-1,1,0,2,3.8,3.8,7,Max,3.8,354,False,,2021-07-06T07:34:50.946910Z,49,225243.jpg,3.6,Watson,2.3,False,,a,14,2360,54,140,0,582,1,0.8,11.0,Watson,1345,0,0,4,18,0,0,2,0,0,0,1,15,1,2,1,111,59
100.0,100.0,501555,0,0,-1,1,0,2,0.0,0.0,0,Jasen,0.0,355,False,,2021-04-12T07:28:51.073609Z,44,501555.jpg,0.0,Khayat,0.1,False,,a,14,2360,0,4,0,13,0,0.0,0.0,Khayat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,214920,0,0,-4,4,0,2,0.0,0.0,0,Daan,0.0,356,False,,,46,214920.jpg,2.9,Klinkenberg,0.2,False,,a,14,2360,20,14,0,64,1,0.0,4.3,Klinkenberg,513,0,0,1,7,0,0,0,0,0,0,0,5,0,2,0,41,26
,,198254,0,0,1,-1,2,2,4.5,4.5,6,Joel,4.5,357,False,,,56,198254.jpg,4.6,Nilsson,9.4,False,,a,14,2360,73,3467,11,2585,36,0.8,13.0,Nilsson,1378,2,2,4,18,0,0,1,0,0,0,4,10,13,11,2,34,93
,,173829,0,0,-2,2,0,2,0.0,0.0,0,Josip,0.0,358,False,,,43,173829.jpg,1.0,Filipovic,0.1,False,,a,14,2360,3,7,0,31,0,0.0,0.7,Filipovic,48,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,7
,,470843,0,0,-1,1,2,2,3.8,3.8,6,Kadir,3.8,359,False,,,54,470843.jpg,3.8,Hodzic,2.4,False,,a,14,2360,61,835,2,772,4,0.7,11.3,Hodzic,1383,0,1,4,18,0,0,2,0,0,0,6,11,22,24,1,41,79
,,100722,0,0,-3,3,0,3,2.2,2.2,1,Andreas,2.2,360,False,,,52,100722.jpg,2.2,Blomqvist,0.3,False,,a,14,2360,36,15,1,81,0,0.4,6.9,Blomqvist,883,0,1,2,11,0,0,0,0,0,0,2,3,3,11,1,17,49
,,506231,0,0,-1,1,0,3,0.0,0.0,0,Adam,0.0,361,False,,,44,506231.jpg,1.0,Petersson,0.2,False,,a,14,2360,5,7,0,22,0,0.0,1.1,Petersson,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1
100.0,100.0,66510,-1,1,-5,5,0,3,1.0,1.0,0,David,1.0,362,False,,2021-07-30T06:07:04.000437Z,60,66510.jpg,2.4,Löfquist,3.4,False,,a,14,2360,36,331,0,1980,10,0.2,6.0,Löfquist,1167,0,0,2,17,0,1,4,0,0,0,11,1,29,28,1,16,40
,,506236,0,0,-1,1,0,3,2.8,2.8,5,Viktor,2.8,363,False,,,44,506236.jpg,1.9,Gustafson,0.4,False,,a,14,2360,28,105,1,98,1,0.6,6.4,Gustafson,679,0,0,2,9,0,0,2,0,0,0,3,3,2,5,3,21,46
100.0,100.0,169222,0,0,-1,1,0,3,1.0,1.0,3,Jesper,1.0,364,False,,2021-08-02T17:29:41.459344Z,44,169222.jpg,2.0,Gustavsson,2.5,False,,a,14,2360,30,309,0,835,3,0.2,6.8,Gustavsson,1081,0,0,4,13,0,0,5,0,0,0,2,3,1,12,1,20,58
,,506234,0,0,-1,1,0,3,0.0,0.0,0,Hampus,0.0,365,False,,,44,506234.jpg,0.0,Holgersson,0.1,False,,a,14,2360,0,17,0,23,0,0.0,0.0,Holgersson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,59038,0,0,-2,2,0,3,0.0,0.0,0,Enoch,0.0,366,False,Avstängd GW16-17,2021-08-10T08:33:32.589586Z,48,59038.jpg,2.2,Kofi Adu,2.1,False,,s,14,2360,27,127,0,604,7,0.0,5.6,Kofi Adu,855,0,0,3,14,0,0,1,1,0,0,0,5,1,1,0,21,62
